sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_site,collection_date,collection_region,collection_subregion,collection_depth_ft
KL-CP-13,KL-CP-13_S106_L001_R1_001.fastq.gz,KL-CP-13_S106_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-14,KL-CP-14_S110_L001_R1_001.fastq.gz,KL-CP-14_S110_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Agaricia,agaricites,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-15,KL-CP-15_S111_L001_R1_001.fastq.gz,KL-CP-15_S111_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-16,KL-CP-16_S112_L001_R1_001.fastq.gz,KL-CP-16_S112_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-17,KL-CP-17_S113_L001_R1_001.fastq.gz,KL-CP-17_S113_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-18,KL-CP-18_S114_L001_R1_001.fastq.gz,KL-CP-18_S114_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-19,KL-CP-19_S115_L001_R1_001.fastq.gz,KL-CP-19_S115_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,6
KL-CP-2,KL-CP-2_S98_L001_R1_001.fastq.gz,KL-CP-2_S98_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-20,KL-CP-20_S116_L001_R1_001.fastq.gz,KL-CP-20_S116_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,6
KL-CP-21,KL-CP-21_S117_L001_R1_001.fastq.gz,KL-CP-21_S117_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-22,KL-CP-22_S107_L001_R1_001.fastq.gz,KL-CP-22_S107_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-23,KL-CP-23_S108_L001_R1_001.fastq.gz,KL-CP-23_S108_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-24,KL-CP-24_S109_L001_R1_001.fastq.gz,KL-CP-24_S109_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,annularis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-25,KL-CP-25_S118_L001_R1_001.fastq.gz,KL-CP-25_S118_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-26,KL-CP-26_S122_L001_R1_001.fastq.gz,KL-CP-26_S122_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-27,KL-CP-27_S123_L001_R1_001.fastq.gz,KL-CP-27_S123_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,annularis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-28,KL-CP-28_S124_L001_R1_001.fastq.gz,KL-CP-28_S124_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-29,KL-CP-29_S125_L001_R1_001.fastq.gz,KL-CP-29_S125_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-3,KL-CP-3_S99_L001_R1_001.fastq.gz,KL-CP-3_S99_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-31,KL-CP-31_S126_L001_R1_001.fastq.gz,KL-CP-31_S126_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-32,KL-CP-32_S127_L001_R1_001.fastq.gz,KL-CP-32_S127_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-33,KL-CP-33_S128_L001_R1_001.fastq.gz,KL-CP-33_S128_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-34,KL-CP-34_S129_L001_R1_001.fastq.gz,KL-CP-34_S129_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-35,KL-CP-35_S119_L001_R1_001.fastq.gz,KL-CP-35_S119_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-36,KL-CP-36_S120_L001_R1_001.fastq.gz,KL-CP-36_S120_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-37,KL-CP-37_S121_L001_R1_001.fastq.gz,KL-CP-37_S121_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-38,KL-CP-38_S130_L001_R1_001.fastq.gz,KL-CP-38_S130_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,14
KL-CP-39,KL-CP-39_S134_L001_R1_001.fastq.gz,KL-CP-39_S134_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,15
KL-CP-4,KL-CP-4_S100_L001_R1_001.fastq.gz,KL-CP-4_S100_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-40,KL-CP-40_S135_L001_R1_001.fastq.gz,KL-CP-40_S135_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,bournoni,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-41,KL-CP-41_S136_L001_R1_001.fastq.gz,KL-CP-41_S136_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-42,KL-CP-42_S137_L001_R1_001.fastq.gz,KL-CP-42_S137_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-43,KL-CP-43_S138_L001_R1_001.fastq.gz,KL-CP-43_S138_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-44,KL-CP-44_S139_L001_R1_001.fastq.gz,KL-CP-44_S139_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Montastraeidae,Montastraea,cavernosa,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,15
KL-CP-45,KL-CP-45_S140_L001_R1_001.fastq.gz,KL-CP-45_S140_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-46,KL-CP-46_S141_L001_R1_001.fastq.gz,KL-CP-46_S141_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-47,KL-CP-47_S131_L001_R1_001.fastq.gz,KL-CP-47_S131_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-48,KL-CP-48_S132_L001_R1_001.fastq.gz,KL-CP-48_S132_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-49,KL-CP-49_S133_L001_R1_001.fastq.gz,KL-CP-49_S133_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-5,KL-CP-5_S101_L001_R1_001.fastq.gz,KL-CP-5_S101_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-50,KL-CP-50_S142_L001_R1_001.fastq.gz,KL-CP-50_S142_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-51,KL-CP-51_S146_L001_R1_001.fastq.gz,KL-CP-51_S146_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,14
KL-CP-52,KL-CP-52_S147_L001_R1_001.fastq.gz,KL-CP-52_S147_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-53,KL-CP-53_S148_L001_R1_001.fastq.gz,KL-CP-53_S148_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-54,KL-CP-54_S149_L001_R1_001.fastq.gz,KL-CP-54_S149_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-55,KL-CP-55_S150_L001_R1_001.fastq.gz,KL-CP-55_S150_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-56,KL-CP-56_S151_L001_R1_001.fastq.gz,KL-CP-56_S151_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-57,KL-CP-57_S152_L001_R1_001.fastq.gz,KL-CP-57_S152_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-58,KL-CP-58_S153_L001_R1_001.fastq.gz,KL-CP-58_S153_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-59,KL-CP-59_S143_L001_R1_001.fastq.gz,KL-CP-59_S143_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-6,KL-CP-6_S102_L001_R1_001.fastq.gz,KL-CP-6_S102_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-60,KL-CP-60_S144_L001_R1_001.fastq.gz,KL-CP-60_S144_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-61,KL-CP-61_S145_L001_R1_001.fastq.gz,KL-CP-61_S145_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-62,KL-CP-62_S154_L001_R1_001.fastq.gz,KL-CP-62_S154_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-63,KL-CP-63_S158_L001_R1_001.fastq.gz,KL-CP-63_S158_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-64,KL-CP-64_S159_L001_R1_001.fastq.gz,KL-CP-64_S159_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,8
KL-CP-65,KL-CP-65_S160_L001_R1_001.fastq.gz,KL-CP-65_S160_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-67,KL-CP-67_S161_L001_R1_001.fastq.gz,KL-CP-67_S161_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-68,KL-CP-68_S162_L001_R1_001.fastq.gz,KL-CP-68_S162_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-69,KL-CP-69_S163_L001_R1_001.fastq.gz,KL-CP-69_S163_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-7,KL-CP-7_S103_L001_R1_001.fastq.gz,KL-CP-7_S103_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-70,KL-CP-70_S164_L001_R1_001.fastq.gz,KL-CP-70_S164_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-71,KL-CP-71_S165_L001_R1_001.fastq.gz,KL-CP-71_S165_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-72,KL-CP-72_S155_L001_R1_001.fastq.gz,KL-CP-72_S155_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-73,KL-CP-73_S156_L001_R1_001.fastq.gz,KL-CP-73_S156_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-74,KL-CP-74_S157_L001_R1_001.fastq.gz,KL-CP-74_S157_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-75,KL-CP-75_S166_L001_R1_001.fastq.gz,KL-CP-75_S166_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-76,KL-CP-76_S170_L001_R1_001.fastq.gz,KL-CP-76_S170_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-77,KL-CP-77_S171_L001_R1_001.fastq.gz,KL-CP-77_S171_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-78,KL-CP-78_S172_L001_R1_001.fastq.gz,KL-CP-78_S172_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-79,KL-CP-79_S173_L001_R1_001.fastq.gz,KL-CP-79_S173_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-8,KL-CP-8_S104_L001_R1_001.fastq.gz,KL-CP-8_S104_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-80,KL-CP-80_S174_L001_R1_001.fastq.gz,KL-CP-80_S174_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-81,KL-CP-81_S175_L001_R1_001.fastq.gz,KL-CP-81_S175_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mussa,angulosa,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-82,KL-CP-82_S176_L001_R1_001.fastq.gz,KL-CP-82_S176_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-83,KL-CP-83_S177_L001_R1_001.fastq.gz,KL-CP-83_S177_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,9
KL-CP-84,KL-CP-84_S167_L001_R1_001.fastq.gz,KL-CP-84_S167_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-85,KL-CP-85_S168_L001_R1_001.fastq.gz,KL-CP-85_S168_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-CP-86,KL-CP-86_S169_L001_R1_001.fastq.gz,KL-CP-86_S169_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,12
KL-CP-87,KL-CP-87_S178_L001_R1_001.fastq.gz,KL-CP-87_S178_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-88,KL-CP-88_S181_L001_R1_001.fastq.gz,KL-CP-88_S181_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mussa,angulosa,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-89,KL-CP-89_S182_L001_R1_001.fastq.gz,KL-CP-89_S182_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,11
KL-CP-9,KL-CP-9_S105_L001_R1_001.fastq.gz,KL-CP-9_S105_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,13
KL-CP-90,KL-CP-90_S183_L001_R1_001.fastq.gz,KL-CP-90_S183_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,clivosa,24.90399933,-80.61685944,Cheeca,20201012,FL,Upper Keys,10
KL-PR-1,KL-PR-1_S184_L001_R1_001.fastq.gz,KL-PR-1_S184_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Madracis,decactis,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,23
KL-PR-10,KL-PR-10_S382_L001_R1_001.fastq.gz,KL-PR-10_S382_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Anthoathecata,Milleporidae,Millepora,complanata,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,22
KL-PR-11,KL-PR-11_S383_L001_R1_001.fastq.gz,KL-PR-11_S383_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-12,KL-PR-12_S384_L001_R1_001.fastq.gz,KL-PR-12_S384_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-13,KL-PR-13_S385_L001_R1_001.fastq.gz,KL-PR-13_S385_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-14,KL-PR-14_S386_L001_R1_001.fastq.gz,KL-PR-14_S386_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-15,KL-PR-15_S387_L001_R1_001.fastq.gz,KL-PR-15_S387_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-16,KL-PR-16_S388_L001_R1_001.fastq.gz,KL-PR-16_S388_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-2,KL-PR-2_S185_L001_R1_001.fastq.gz,KL-PR-2_S185_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,19
KL-PR-3,KL-PR-3_S186_L001_R1_001.fastq.gz,KL-PR-3_S186_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,24
KL-PR-4,KL-PR-4_S187_L001_R1_001.fastq.gz,KL-PR-4_S187_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,21
KL-PR-5,KL-PR-5_S188_L001_R1_001.fastq.gz,KL-PR-5_S188_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,16
KL-PR-6,KL-PR-6_S179_L001_R1_001.fastq.gz,KL-PR-6_S179_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
KL-PR-7,KL-PR-7_S180_L001_R1_001.fastq.gz,KL-PR-7_S180_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,23
KL-PR-8,KL-PR-8_S275_L001_R1_001.fastq.gz,KL-PR-8_S275_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Agaricia,agaricites,24.98698044,-80.41486359,Pickles,20201012,FL,Upper Keys,20
