sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
CR-30,201434,0.03334029335182885,0.3821621417328393,-0.004112247042653738,-0.05606528485439447,0.05917054114969218,-0.004077233310219163,-0.010141997478707122,0.0044677235274133585,0.001133904111957642,-0.0012003530697888047,-0.0,0.0,0.0,0.0,0.0
CR-57,201454,-0.09261050127366413,-0.004277888543781701,-0.027345819337613566,0.12743233898940468,0.01902293901427693,0.061509661318060786,-0.04308970935922371,0.008015855829712759,-0.020630730762031247,-0.0010882472365800842,-0.0,0.0,0.0,0.0,0.0
Tri-10,201575,0.09231149467571555,0.056065898070457,-0.019073320291871067,-0.025927709223773982,-0.03983102352310945,0.006264986559057418,-0.011986766182131278,0.013744969758423558,-0.005083655871234216,-0.003265806403646792,-0.0,0.0,0.0,0.0,0.0
CR-32,201436,-0.028558327871890218,0.019129992405883336,0.14851441649450717,0.05841181840536947,-0.07902898507498711,-0.04335786724242935,-0.011238608683227248,0.026152009146881667,0.013992794149019593,0.0020918892380172825,-0.0,0.0,0.0,0.0,0.0
Tri-18,201583,-0.09357262007871944,0.04705910360029466,0.002112650098237579,-0.008197236367288033,0.03752450901979839,0.0517426519569282,-0.0094221530038573,-0.00869307214065217,0.03617972820851487,0.0037631050914712946,-0.0,0.0,0.0,0.0,0.0
Tri-51,201605,-0.030861503305160708,-0.036738868200661474,-0.05026443824971594,0.0475351553226537,0.009117717333586092,0.017215270048643327,0.06904957421438754,0.0009371580430792909,0.004972808145945125,-0.014059961229649481,-0.0,0.0,0.0,0.0,0.0
KL-102,201749,0.04611744634106768,-0.15188322686806516,0.016520878334104486,0.0548577618621304,0.10623645001689104,-0.05269397955744222,0.015681674375611975,-0.004190269029151814,0.00025867565518946663,0.009153455169674071,-0.0,0.0,0.0,0.0,0.0
KL-98,201757,0.05070914791210213,0.0630185234972664,-0.0012679488493237715,0.01010105377069963,5.743028104588936e-05,-0.049012378060161045,-0.018084719384142373,-0.031228810025075965,-0.024008425875314494,-0.0043699091255900695,-0.0,0.0,0.0,0.0,0.0
KL-105,201763,0.033975870195067516,-0.14564056958825702,-0.11452897099203546,0.0007444206246240364,-0.003680358070297805,-0.02524990381934204,-0.04086166204228108,0.006990518057993647,0.019863358261521538,-0.005895171509949008,-0.0,0.0,0.0,0.0,0.0
KL-121,201777,-0.020421127877120002,-0.04373597917850327,0.2527504502427397,-0.027138304522478476,0.014267392579938412,0.023263453891386534,0.011832873786529466,-0.0069024609489541896,-0.005403234977580271,-0.003206537846094855,-0.0,0.0,0.0,0.0,0.0
KL-178,201802,0.12210954521004917,0.040113003524958175,-0.039745612660835,0.03171324094344252,-0.07636166987543967,0.015676462269666885,0.013703263991241572,-0.049165660191001576,0.007599258771589783,0.006646167660466373,-0.0,0.0,0.0,0.0,0.0
Tri-20,201585,0.15991489087646724,0.05718498282602798,-0.060235363555622104,-0.00035426575719684617,-0.007258120797780208,-0.03793941204812419,0.018839857506840155,0.021903532968581534,0.0011369899736513084,0.0009010968150134825,-0.0,0.0,0.0,0.0,0.0
KL-025,201669,0.17335066782107464,-0.2290895081577881,0.013852821417259705,-0.11621024257095733,0.0075146991142185215,0.02776061861867368,-0.019808833836268185,-0.001306731062000902,-0.005817419845323179,-0.0019221423997980611,-0.0,0.0,0.0,0.0,0.0
KL-37,201674,-0.46190073399469644,-0.04162315108879921,-0.05142007525496173,-0.06841000545448848,-0.021863463842452375,-0.03103485274327353,0.003384453625688894,-0.006490564017980376,-0.006627187843940615,0.001401575421201713,-0.0,0.0,0.0,0.0,0.0
KL-704,201687,0.016095458017878768,-0.011744454031870246,-0.06575742035221593,-0.028492741167746936,-0.024888057325381307,0.03993252211857511,0.03214275246953694,0.025765800082733884,-0.017566862101965078,0.011050839425248942,-0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.38938032620876295,0.32030885491660727,0.14074394268454368,0.060568880718343605,0.03870922530405559,0.02447937149951834,0.013967952990429187,0.006987968248574006,0.004182211959217783,0.0006712654699474203,0.0,0.0,0.0,0.0,0.0
