sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
R306,243459,-0.4448274000088105,0.2674926452686975,-0.4180783446556544,-0.063527148228059,0.17521719123433951,0.1797690393324958,-0.01757641575153617,0.012387519642378083,0.062373316763993325,0.024709802142841394,-0.16135471611962673,-0.04825884056760672,-0.024878790872267548,0.0908406614035481,0.0017898127530960055,0.059176026724695706,-0.06337066432132807,-0.037790560191711876,-0.04116679890300691,0.025829472621559792,0.03342472563635235,-0.01698852494448418,0.02256429208152029,-0.011545487224065653,-0.00824336533486891,-0.005005941921073662,0.012574273839729325,-0.016744508319244008,0.022703201246531395,-0.001433239161588018,-0.023832504473933286,0.007849165775425397,0.003087167476852871,-0.003523046532093108,-0.007634277969361358,0.016093399234742362,-0.009671277850904523,-0.0011681587058016774,0.002813282752395945,-0.00166307178695656,2.2744451285908546e-05,5.335686656130402e-05,-0.0007852157652386989,0.0002792181832783067,-0.0011598280357937594,0.0002337271843318658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRTO24_SDS_53,244160,-0.3711809924201521,0.34974883642501753,-0.3809901349624758,0.036773420638326774,0.09978059256471533,0.054469920879974675,0.09942450296266903,0.09965576487998333,-0.04809242181401427,-0.0039930616032561655,0.05022874558185814,0.0519103134606368,-0.008623182509995081,0.01628799543999151,-0.04181663173106735,0.008512213360480858,0.02153280264682076,0.013176923487655607,-0.0023656813289856483,0.011511472465040829,0.0003464656903346956,-0.011945500377493146,0.024457168561378122,-0.0018898750712205024,-0.0051822987156737756,-0.012613083781289242,-0.018509883148592955,-0.008634065342603657,-0.02679163501100236,0.0453334203423921,0.016771810941948333,0.030704189311789223,-0.01011952497378582,0.010703542752542107,-0.020883803106244502,0.004828128583434689,0.022212637427545034,-0.004868708681947878,0.00732005875145956,-0.001369857944087307,0.002064242372525011,-0.0029458159063756074,-0.004296803618577134,-0.00036200566588146996,0.0006944043876125048,-0.0007334992298930792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R232,243392,-0.32756800192275454,0.32419254743898107,-0.3656043304735313,0.020140846436026538,0.05489029192435311,0.04049404074132064,0.029026482268397196,0.08797404918864019,-0.045443638101693225,0.0491657957984434,0.04007719153570864,-0.01666768273404606,0.01601828093339057,-0.003694883954376117,0.0005320063993162432,-0.02127345374269934,0.007993183838420482,0.058549695299968924,0.015858369340578132,-0.030440856290016707,0.04162550726626229,-0.01291315675112467,-0.011046162240084794,0.04306931948875019,-0.008649953494168212,0.002523662402430061,0.013086692338465334,-0.0019423487379753726,-0.011594690944600661,-0.016390261177225057,-0.006666228683656943,-0.010097950373695524,0.006085283445939732,0.0035472636445224278,-0.011761499722046898,-0.034799830269339506,-0.013621063683340194,0.010710825038987765,-0.0014959140812285374,-0.0030945324732491006,0.005420566360787231,-0.007198731418799035,-0.0024023678756495883,-0.0004133887412846718,-4.6233300821302455e-05,0.0002327036852907832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_OFAV_004,243552,-0.21051859771896192,0.14767759946289485,-0.17037142978489012,-0.07705033188296315,0.0033592188785399333,0.0033178085442184956,-0.05146334502173486,-0.04595469334163004,0.016073740060665417,-0.04294267450180986,0.009140289362657386,0.011660641220930048,0.026699645859204875,-0.029984872220959802,0.08546251353711393,-0.005802279905643648,-0.025293656721065746,-6.17566000614197e-05,-0.005728806820594353,0.006754228006869757,0.0024690078222073834,-0.00190089684934933,0.003424283029334198,-0.015761907844812958,-0.01891939495171862,0.029424711174476974,0.007573614401854954,-0.0014909195913066515,-0.003861357342546138,0.023181163728091727,0.017689563809637134,0.002457744838134334,0.028384478324274154,-0.02463035586793502,0.020778942494532063,-0.02025336016308548,-0.013968987573396067,-0.0009644499831440825,-0.00033358866357591064,0.0005993554640367652,-0.009031833199305245,0.00781748038078087,-0.004584506908021189,0.0011930060056463264,0.00574372278331965,-0.0005977801975057987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRTO24_SDS_156,243998,-0.34847372588553127,0.3778112008573673,-0.2915559839618754,0.21367246017086197,-0.1397018134706895,-0.03986171927449966,-0.05027116128029199,-0.06882662671250797,0.12543890263223392,0.01651828302882107,0.06860063708126315,-0.015829110004214643,0.02397602944041748,-0.014881153728974823,-0.041395733169019115,0.00885077421222945,0.02028661541606525,0.027340731024547003,0.030295061565140443,-0.015891660435702244,-0.0039006788800218573,0.011885449539900388,-0.000686534970355847,0.013845341639152494,-0.022039051159197777,0.022098205984895192,-0.008742807324840514,-0.03032601759487079,-0.0069238578949576855,0.003923184994592216,-0.006998322356986238,0.01072487011521003,-0.001579428727782911,0.014786374218504051,0.004093334034463018,0.0052799216138930275,0.00576252067139435,0.019997031699454697,-0.0014688901929312262,0.008044629844870577,0.004460170907048547,0.002084290403375062,0.0017478441806660706,-0.0001309373883772301,-0.0002087212851037674,0.00020800434426083416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R114,243276,0.03632995564029718,0.022007464919882945,0.05658773015844944,0.02998116040116751,0.02702828083879357,0.011060939247049706,0.028709660705020484,0.019093884053937842,0.01480588009450971,0.03520896503375336,-0.035668635374769365,-0.03229539616757629,-0.005383132962579673,-0.015562586235543123,-0.048235504585313865,0.01609156130952518,0.025466716396095136,-0.02606383484660933,-0.017079400976940533,0.02016372321835491,-0.028183439050483365,-0.01483864102108372,-0.04477234099444159,0.0023039290697379248,0.01721222487536002,0.039961454343854494,0.03717217771237304,0.018753089144742448,-0.022699017853596487,-0.00750839585709099,-0.002290823026572338,0.020463357930627424,0.0007370283492693305,0.012285940574698066,0.024151017744970717,0.0138283347105573,0.004087552991313111,-0.007469081207120482,-0.0006500741396415263,0.011188888229225012,-0.0013850192188257795,-0.011979742076252037,-0.000523214689278653,-0.000782083155896289,-0.0013253390240409025,0.00024118632715076837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R233,243393,-0.2513531796395871,0.27642576182574574,-0.19828043835938072,0.0855770749394747,-0.007079072131365668,0.030248327750166986,0.07690093250532193,0.057441128204627566,-0.14553055801650128,-0.05879131256689229,0.03642056733056688,0.03658296242814377,-0.012071789316747645,-0.03189274817995886,0.019030507681123344,-0.022654615163672964,0.008152632226148331,-0.003940582619231014,0.0261040397704754,-0.0024200078483608673,-0.009939075842773535,-0.006014350652156716,0.007378141808303719,-0.013348387768831514,-0.019859827115719656,0.013196024624778197,-0.024926787551831642,0.004487296447584832,-0.005559239291391399,-0.0319056633076341,-0.038477488046370974,-0.02265227256887898,-0.039609182360516415,0.0013876263719858073,0.04873309185205349,0.033493629270310604,-0.030122826597034656,0.0029864177210479226,-0.017002058207260144,-0.004890584830809926,-0.009077768455918055,0.0010328712620121473,0.0035878070728476907,0.0003622277964749781,-0.00032358696081860795,-2.204902983289159e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_OFAV_007,243553,-0.11334842541612432,0.1027960392040573,-0.0925597616976003,-0.018480667043535057,-0.028090443391234624,-0.048799101188260446,-0.033070067440818335,-0.035835839819212116,-0.052269755878072734,-0.048099875580302064,-0.04715283134061703,0.011524551427998783,0.004792556837872984,-0.00042826562175439113,0.04661506247706657,-0.034967688044416106,-0.028149176199326352,0.005228266383971869,0.010726070207430438,0.005192020180695039,0.019517488284819282,0.015490186393257997,0.008169386614915381,0.007272088779135838,-0.021062236300562594,0.011034896830342568,-0.010012236920256478,-0.006107105258675743,-0.008374434017064416,-0.009433127053076605,-0.01660012624262966,0.017447590510847065,-0.01633368925080717,0.014590854917764936,-0.014951343069177355,0.0037556519605719397,0.008499236214565964,-0.002931253251571293,0.013454179729556965,0.010853584673799013,0.007710511734946624,-0.0003785203164199761,0.001131296241934394,0.007557495884395496,-0.003676470841981231,0.0008394162169797623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37_OFAV_001,243564,-0.18216257757550353,0.37189294076542057,0.3263664124817683,-0.19333126731615458,-0.021561351795632587,-0.03676753119686819,-0.022647280459659358,0.0017289484922553035,0.026038726747593496,-0.025220771817591744,-0.02528880209010243,0.09246688562653413,0.016385632223303574,0.05147789372064261,0.06025860069452231,-0.07005557830844676,0.016998082838447177,0.04442962524559298,-0.0764342048563965,-0.017079272890592363,-0.00014618474591557675,0.007543667308071745,-0.0038314331551560056,-0.025288716628366188,0.008160804313245947,0.022983977166189155,0.025219296868993733,0.014958002961646483,-0.026446318193988697,-0.021716414918106622,0.005462357726339078,0.015645069778747547,-0.0025374020075325248,0.011451418106498292,0.01625609956127829,-0.010030547121957474,-0.010023190231158937,0.0016447238658095793,0.004035419926814176,-0.004017018536243003,0.008566898654130309,0.0029210568655241784,0.002241281828624941,-0.0011023127963090962,-0.0004415526370510045,0.0008616796088185396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37_OFAV_002,243565,0.023771788560910632,0.04703985929789868,0.05277878245347023,0.05648517129931312,0.017656440226626182,0.02475819520681079,0.027717927008845348,0.01737557592830415,0.009224386344277807,0.009902215760728118,-0.004298530599638861,-0.03646589631260197,0.023238655542225647,-0.0036088502874287833,-0.005812659412336939,0.009212755869804625,-0.0030195937506159844,-0.0023127659725950904,-0.004377584127098067,0.0002394461405083171,0.010364155810763586,-0.011408994939236744,0.013966077242532807,-0.002123126662617475,0.00589483192534798,0.0008286632579244524,0.008553709653879308,-0.014717651137144488,-0.004229708493501525,0.01695271033672872,-0.01067710125518321,-0.007078865387718982,-0.004910111883798391,-0.001357614784477307,-0.00987705474110159,0.008055086372099863,-0.019550779944167165,0.013859414317735968,-0.016229232489028998,0.0067160734575031494,0.0031069706674321787,-0.0060655622964109635,0.007782867990043225,0.0007928324691989334,0.007857228322425476,0.0003539036720075741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
