sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157
R9,243173,-0.3399532436371656,-0.4507676244937156,0.019286936395815708,-0.203373128863318,-0.08102432802814412,-0.07305749893915715,0.09669913039836518,-0.024400039062518992,-0.014095663471743323,-0.002496792206050244,-0.010824747508840335,0.002182054254140379,-0.010016701572266142,0.021355913092468627,-0.0060010705390870795,0.05741524988204532,-0.04294587795587209,-0.0070158362508524,-0.00811186786306957,0.015215740991306377,-0.030135773037130997,-0.006559579473253184,0.05948768178183121,0.013101858567557306,9.709800910451781e-05,0.01789164004204218,-0.025139530023840395,-0.046904277944094186,0.01948218329153086,-0.001520322820918012,-0.051287707198193935,0.028066400356189146,-0.04329180031508846,-0.019479526519786742,-0.02146855266882951,-0.02711661074507416,-0.01724939590008614,0.021555521334567958,-0.037126942765527624,0.02965249118788615,0.0012403505280681687,-0.00243527134983274,-0.0037837492422930874,-0.011667880276917944,-0.022168368706300984,-0.011961481701909922,0.029737967678265118,-0.012150956495421838,0.012060030152896233,0.004557024535379973,0.023189520168465837,0.0026048491575805166,0.014174596994903678,-0.01162094118637378,-0.013441459817760782,-0.005528936717754267,-0.015709909776686362,-0.004310343239513514,-2.0684260647243797e-06,-0.005950351041639926,0.00024632123955837355,0.01157847257968794,0.00480953599376465,-0.0024809594023960818,-3.850604140857242e-06,-0.0021613319972857885,0.002684014905085051,0.002299739095739738,-0.0027224983419390923,0.002250984962924028,-0.005119996345879442,0.0009286032851635076,-0.00012587060758193343,-0.0004316555252467782,0.00038296572443770257,0.0015401115159723437,0.0006471581204632424,-0.0009366481558976926,-0.0004513094358786881,2.4956168630619274e-05,-5.318862579441494e-07,7.2632155153470165e-06,0.00012741989795578976,0.00010255509221189647,5.445686821960364e-05,-1.283909490847537e-05,-0.00012093688134866736,8.379901632544268e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R11,243175,-0.33136200012327033,-0.44128526070201035,0.0231085625652108,-0.2898200068593773,0.017722971567806042,0.018510240365658334,-0.020210845278816177,0.0023317019453408323,0.006339867506363312,0.00414632596033201,-0.02444267309934414,-0.008595909236593362,-0.01474785181661508,-0.018267334618404938,0.01988779741210921,-0.04400532353726874,0.03398346779696715,-0.005137066042220769,0.0023457246999459666,-0.018480333165434834,0.04107812842144631,-0.004760751582137875,-0.0374296771443581,0.001981205053591417,-0.029296925158375533,0.04236801940901443,0.001807818434143571,-0.0023415445265692514,-0.001697584518810608,0.0038658935052574414,0.0022842718525438173,-0.03763276388990677,0.04114605703443184,0.01405855953359034,-0.006200522871272691,0.05855816515863194,-0.013011601635289697,0.018326143370298396,-0.02331831526637397,0.0028796784659878296,0.03324785616838628,0.0072074414588500215,-0.00666829716874263,-0.027083292355639412,-0.019811707871473485,-0.008493901769395275,0.021094947960420152,-0.001769014322199807,-0.002442067620445535,-0.01966110778451102,-0.03377821526192577,0.0045178565663342345,-0.0029774428693932846,-0.0036810101265621754,-0.0015459777007245203,0.015002507120048577,0.003953656122034634,-0.0031525444420112264,0.0043519486665133155,-0.0030741026183667506,-0.0019513387157857349,0.006726477322143312,-0.009713403379516221,-0.0021896852262771297,0.004939894905021758,-0.002749226192401927,0.00479006052554759,0.0012289741197354736,-0.0006524869566274347,0.0020896855060268064,0.002267000374643783,0.001674988903251441,-0.0018006192205825388,0.0004122121530077476,0.0016333739464616396,0.0035062331964253396,0.0015728813299471683,-0.003600305125096829,-0.0023448835137553393,-0.0004216884720238302,-0.001216478368990529,-0.0005171226051070642,-0.00020581106522516433,0.0010538022067496662,-0.00022138443931047722,0.0001831357311794669,0.0003699240383346839,-4.216565802121316e-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R39,243203,-0.3473246189639169,-0.462135745546238,0.02321164968644316,-0.2069305982641865,-0.031120804822199536,-0.023233786852198245,0.027634925024592395,-0.005725103777648314,0.005724162747347827,-0.0057739416429676985,-0.005338285714623616,0.007911064473400013,-0.002425728715002719,-0.006238063805210398,0.018036643670154777,0.021106424739576135,-0.0025625810831455325,0.02121769274549916,0.02782730135614705,-0.008645202764161738,-0.07484882815466042,0.013727575534117315,-0.03270739568475473,-0.028357044306449326,-0.01026376740503087,0.02564808856563741,0.018019546242051116,-0.004091741561038218,-0.02282248762619477,0.005307056142611558,0.04107844378617213,0.001933459437179538,0.00663350110208467,0.028820094986983767,0.007337731482046585,-0.02341905095829523,-0.009427460137995995,0.019875140249462516,-0.00940636525029863,-0.004207509809921816,0.02115553167947305,-0.006943584966808379,-0.002158437107421276,0.0030347011011267913,-0.015534064721753334,-0.011258523385351897,-0.05053822403739849,-0.025445195476475613,-0.014064675979883404,0.023900240882961336,0.00140767387602648,0.01095109873984721,-0.009774045171185627,-0.010972748057432742,0.0019267410936556477,0.004283431252044554,0.0009264031257762814,0.003376201801304093,0.013886997324270966,0.005290547985104718,0.0043355556801928765,0.008058122791771831,-0.0020746844812937816,-0.0025407724090157797,-0.002110231721363957,0.00029010991458655393,-0.004421636988542561,-0.0010171834652422487,-0.002633249231457082,-0.0007252786278398607,-0.0009582546966976328,-2.6658131230702494e-05,-0.0012159201121648812,-0.0005044256690168711,-0.002594623790296729,-0.0018530548747949789,0.0009184437700325126,0.0015383515232658016,0.0005431094013348157,-0.00029577377050024037,0.0020501602305714357,0.0005714097520512924,-0.0005019777511148306,0.00028595648803847316,-0.00015108626184571705,0.00010581510510587209,-4.5950584775649574e-05,4.892443100561e-06,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R42,243206,-0.33778186060843796,-0.44785321659620597,0.022786785189476834,-0.24152622374991664,-0.009080561665158176,-0.002764826247172945,-0.006050675449222703,0.002383457395345359,0.010197065253985064,-0.0011579909194510613,0.05693471403417983,0.04337534544019752,0.048485232441461155,-0.016619240610974726,0.02173158619387825,0.05022507924405213,-0.03962481355874894,-0.042048470483498274,0.05465188761005718,0.011418302261964466,-0.0926460546279162,-0.0001063529541423515,0.019414880841032066,0.010163196056150896,-0.020887986893660244,0.043112374533415355,0.024937348958801092,-0.026310260487842786,-0.01503486075247972,0.03437793043849027,-0.03450132856111951,-0.01496290890005766,-0.020409037186544795,-0.008441697613878621,-0.015115908173887862,0.0028680038541770633,-0.012273736722630468,-0.021752862139031215,-0.010250642150457083,0.008910276036102522,0.02297252630158138,-0.006881251156074712,0.0009734449355447793,-0.011591028172408434,0.014489321350720598,0.013906165120308693,-0.00406664092476871,0.0172405532845659,-0.0027104900099687535,0.012305254957150123,0.0033196617036107814,0.009758003082976193,0.003105892038512135,0.006408556984867856,0.003549816794785255,0.0016642450390054592,-0.000981965071742498,-0.004574881189358229,0.009212315565263288,-0.008084990325966164,-0.008700454397263805,-0.013343394250146372,0.004118155855093449,-0.0024558361894895893,-0.00237270647953137,0.002042077646732823,-0.007520729818419232,0.0009849838374027787,-0.0032429961913220157,-0.0012205106817998815,-0.0017217005806063686,0.0012551916567059645,0.0014940587368266567,-0.0018015507725277192,-0.0027509075488677598,0.0015525836745673713,0.004311996239503235,-0.0001413673810073698,0.00041831076274337906,-0.0009671307791046886,-0.002134546286945532,-0.0003803180395529583,0.0005501951305841402,-0.0003404022202349683,-1.2428450241131596e-05,-5.7771882293347885e-05,0.0003060777297623657,-5.122507717636048e-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R44,243208,0.48769014104348274,-0.0026161908927607234,0.17549604374905023,-0.0017858452215041003,-0.04462136904478193,0.024955669117954684,-0.0027153845903086942,0.0014711743970593633,0.01692514535154051,-0.02169470729565499,-0.0033054159225427908,0.0039727783508718235,-0.0047014890045314825,-0.026282768553878517,-0.042749979776892974,0.036200013359677034,0.05417200596932195,-0.014913075416694113,0.01935117856349237,-0.02283589433502052,-0.0007368274406147895,0.023483293862959925,0.015969422322892966,0.007414143651960078,-0.05379140804248514,-0.0180366816778478,-0.002307978765050639,0.003010148158895088,-0.014209899416246657,-0.030561772644049957,0.001817794298447645,0.025170058923201663,0.03957510045490621,-0.0167331402313687,0.02786906894954782,0.004349023528105348,-0.01691669315235881,-0.027543309297450892,-0.03438738181151082,0.01994189944251235,-0.01885271217272031,-0.040999003278037134,0.02030318869619024,0.02129651078044673,-0.019927794434925712,-0.020450004871161734,0.0005998687297107216,0.019865232803306914,-0.005621289938236762,-0.012887390136735292,0.010787166564740248,0.0181513665928278,-0.002899241865013,-0.011572484930512114,0.017178185712591474,0.004916576574577828,0.004867606292288068,0.0008891705619805394,-0.0036374851195093193,-0.004129734365251129,0.0018501827821623814,-0.002989699470939937,0.0029278021006163214,-0.011879208452383848,0.014617456701701208,-0.00808555356178114,0.01032614240749918,-0.007604822043231448,-0.008799499636485793,-0.0012304529270871277,0.001024038275287377,0.007125201968048835,0.0015774694099415399,0.005306883696314808,-0.004063361114608471,-0.00041847684683026426,0.0012851407315635853,0.003074110270202436,0.005143552271791832,0.0008637095668672544,0.001942984859370081,0.0008768475208452433,0.0014815470466797486,-0.0003281764550179485,0.0007986558611878522,0.0004803037142546634,-0.0007431410483680941,-4.370306858668329e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R65,243227,-0.33077920092063917,-0.4408523782873363,0.023500563071728896,-0.3000160706044446,0.023827482842629973,0.02647865012385326,-0.03349644696031926,0.010481299481315287,0.012873096964305431,0.0031266170762531986,-0.016303812506253134,-0.007054796908512317,-0.012574948355990214,0.00280950221967253,-0.0024055202446838695,-0.013894504814660492,0.005263005705468503,-0.012899023782113847,-0.002135912766598213,-0.002634996498877102,0.02969557474449846,-0.002774222201569809,-0.010549170986576312,0.015082278092418414,-0.008146506929337818,0.004336772529486063,0.013209198242759413,0.009948635341697121,-0.007236273168443078,0.007395995598672131,0.0010375284468380243,0.0047741775594957745,-0.004573878427863164,0.0033055781631369306,0.0028394803543641657,-0.00428449970402627,-0.00061272054349748,0.004669882293090492,0.00023200974001501604,-0.0035934802343822124,0.0030925630381456325,-0.0011717309123534779,-0.0005577251751891513,0.0011016389716056343,-0.004302708865386551,-0.0024885233296600925,-0.004177733598411034,-0.004254465509538807,-0.00033562465014006583,0.00023951218944845103,0.00988349522715969,0.0010850230732015324,0.011005953519692017,0.01785121754312232,0.004403883565592353,-0.0025273575735103534,0.004208278941988922,-0.010328565727613401,0.0066988145043361475,-0.0025946093240010793,0.006867335225798693,-0.017768509825423343,0.01623990107316061,0.00997943809318661,-0.00412178855981637,0.011322474703646217,0.011296906847643232,-0.008365542064717237,0.005950425593569171,-0.010180082660348309,0.029907075982189266,-0.004110176117173888,-0.008990941219366463,0.0020620864369997336,-0.005086328188319683,-0.01014120448814603,0.005102916583514433,0.002061436108017987,0.0012512204795852063,-0.00047926961308309557,-0.0011154132745238158,0.00041220113069826163,-0.0008463467110209655,-0.0024869713789794127,-0.0002084706666082639,-0.0003411409515414545,-0.00040740988667099164,1.1457244560661453e-05,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R67,243229,-0.3302156751043358,-0.44009422654034847,0.02346297251694435,-0.3020300760305725,0.02273421297790391,0.025462847089276666,-0.032259804189151524,0.010813120629473027,0.01269200023922835,0.0026628277574883502,-0.019259316169909495,-0.009801085105441447,-0.015838314239762816,0.008081797928822234,-0.0076588645907421015,-0.008115189242513931,-3.633199635061158e-05,-0.011884446555017126,-0.006746884098825946,0.0006899372049055844,0.030825812652016647,-0.002927891571527186,-0.001042435264696953,0.015598217654337568,-0.002038985735718479,-0.0038052931440421944,0.00674572590208311,0.007063786238758285,-0.0029218009715513563,0.0026125130969481634,-0.0025810834176723326,0.012550902553240444,-0.009759727037326896,0.0027564418126609477,0.003212407497695677,-0.0177451469154953,-0.00462386563318057,0.017281256051494748,-0.009735831244908238,0.003710355571072646,-0.00025326867409894974,-0.00035841951910519347,-0.0009393615638053858,-0.007038520499000695,-0.004016842097975074,-2.3124961368794856e-06,0.018884755464340458,-0.0014758338593791036,0.004931866939004544,0.011176815550649475,0.023372634115019532,0.0030325578710697935,0.003677246804346895,0.011845575823921336,0.00794218808863992,-0.010657921849078711,-0.0036396492076940126,0.007160840990247196,0.005341799489759724,0.00018964427069668703,0.002918213012996782,0.018683867128232768,-0.001912838344414437,-0.016709313310864206,-0.018941386377016856,0.0005747246714300201,0.022125211806787868,-0.0005049087702740173,0.0061360172570638465,0.0018684889325728438,-0.004562757404811128,0.011058959598994913,0.011631646159334997,-0.0016687583301285885,0.014467778704284782,-0.004846781484656718,0.0070917530912538345,-0.0038413531886682464,-0.004097220965800052,-0.0012972945261826652,0.0015707413540454124,0.0003112711696729361,-6.977210473650469e-05,0.0013680116190565121,-0.00023027971734676937,0.0002781168574860623,0.0009023789426207011,-9.970619655672e-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R68,243230,-0.32402351631257054,-0.4306112119244256,0.022351627903135135,-0.3288978842555473,0.02588246167514121,0.027022527013056807,-0.03930789198166521,0.011199541883787438,0.010373990595374253,0.004875215461402412,-0.018151593699498186,-0.005216236768292193,-0.013844854600083794,0.012440436542908042,-0.007386051075937042,-0.008204137801389623,0.0015867744368757454,-0.0036263683051320473,0.001956360811586045,0.0027385583123222634,0.009757873485920604,-0.002498490990286907,0.004079022981414841,0.008583760176290985,-0.0018468732682626805,0.004258601870748489,0.0004210332314060536,-0.003887326681959968,-0.0013504211267938427,-0.001979295287674821,0.001716772906826985,0.018027670042021528,-0.0171092528919375,-0.00914251162629054,0.008205158431396574,-0.021269441342359585,0.0065917713944946615,0.0055401370390246,0.008155199879187577,-0.0027887054225597925,-0.021015184192633308,0.0029711735123931133,0.0021317296180965828,0.000939684311051945,0.006036212457009872,0.002407934964412404,0.038595249947405305,0.010108658351545867,0.009719533861224278,-0.016361292077120795,0.0026819588824992173,-0.007613617590870542,-0.0029971639109403533,-0.023848339481435017,-0.014561313151966855,-0.0023271128550691983,-0.01060901585792041,-0.002943789250943681,-0.00044412024234877267,0.007013446277798141,0.01456190696824672,0.016021287604174997,0.014562824757835095,0.0034818521131959523,-0.00477623221097617,0.005122561743673985,0.0031267600260964047,-0.0020910144866346948,0.0004494675084184087,-0.0048669162442325905,0.012309880291448222,0.0018106339431736682,0.0019263096445873097,0.0011793913932089152,-0.0034654470704505703,0.011319376290602808,-0.0033602519415440527,-0.0014794220260807506,-0.0010330783933388816,-0.00018111415672032518,0.005074379703697409,0.0002797727706834305,-4.6798467150898336e-05,0.004116371452811702,-0.00031277250774253243,0.0006254515491297406,0.0009235146504644103,-7.94954715583614e-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R70,243232,0.4759278234964139,-0.002739997863640026,0.1751563098630358,-0.0014440315548812442,-0.05712718531182156,0.05128494915961471,-0.01609289410913396,-0.07979291665780305,0.04108657802058494,-0.049000783680975914,0.014238885996848697,-0.04231140077967065,0.008583137395286695,0.028358437791093732,0.02681989344487825,0.023719245650887816,0.04094703377757407,-0.010556507640567592,-0.0005737541662049831,-0.012445902656761355,-0.006500497785033687,-0.05449656386856118,-0.011653588533948477,0.044303792814341075,0.08777287915358885,0.020405414625703763,0.002020051317634323,-0.011626366165320737,0.02225156702900369,0.011135372954808829,0.013806726077543904,-0.0016178557169749122,0.003746826345668743,-0.0025948791920486687,0.008558830245762634,-0.014594541924565586,-0.007136332653400474,-0.0012803755031357584,0.016153655536935003,-0.0029191091201897527,0.011376556911496895,-0.04316052687977948,-0.0027084457344421823,0.01155330646093248,-0.00010671039294498026,0.007459869966507508,0.013224606940683503,-0.012476084778382728,-0.02403007735611638,0.004183980528200302,-0.008705954298067742,-0.011434750129341968,-0.01532027184657633,-0.0051089121956052405,0.03577553204504894,0.002879308338637016,-0.014491616652566501,-0.035441448671229545,-0.0030806627600933403,-0.022359045461716055,0.00034082432528920593,0.01098570027544781,-0.002827075527530578,0.0034518099173470812,0.0008768503948940794,-0.003925159605602509,0.000628234773497355,-0.0005108389164795922,-0.0008235422102761223,-0.0017185551164109784,-0.000172907832714974,-0.002379820973977825,5.908317407300776e-05,3.5984704304032616e-05,0.002633366898951497,0.0029478107907627673,0.0014186235701632386,0.002940452705118515,0.0018271895405632386,8.282834813929945e-05,0.0005153913259838649,0.0011020719969701853,-0.0009778964388653052,-0.0004486728532949716,0.0003443546268976526,0.00022639370177911212,-0.00024379350939944376,2.086757093233351e-06,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R75,243237,-0.3280306157119703,-0.4363474808337944,0.022979027212518318,-0.3086593413933019,0.02957153088516093,0.0320521334750077,-0.0444094842317428,0.012516554598171081,0.012857354775722887,0.00013387883071652195,-0.009684386241771809,0.0049139170037210975,-0.00655758113519099,-0.0019346664419124474,0.0108829734442646,0.007017353522580211,-0.006010556788654143,-0.025712966729653574,0.021824811966213362,-0.006143505006226269,-0.0077259968261769235,-0.0018933894337468404,-0.029451644749941143,-0.024406499916620035,-0.020171486182018996,0.05198584346563154,-0.004239737154394213,-0.021362180193735262,-0.012062203262087148,-0.006170524421838196,0.039661746542099086,0.006057532826553828,-0.013852628114347777,-0.027880726583500024,0.013633212273541919,-7.015912387072736e-05,0.03323047167035496,-0.028731933012241008,0.03639914733587695,-0.020591301268174524,-0.018645969455662915,0.0006260734795937973,0.00021412934627913324,0.018656919877965746,-0.013918041491258148,-0.012725463747417958,0.0055267056107223605,-0.02248674871276323,0.002718455086932022,-0.009817462645440362,0.0011421556500806345,-0.005239093495354913,-0.0016512745311196566,-0.009471720360444781,-0.007097293708099373,-0.0015047479581031724,-0.003933852375658682,-0.0034904694433959952,-0.0060990795366903956,0.0010325313578166513,0.004286893546809786,-0.005675865383606236,0.010828465994178398,0.009785324675432628,0.0047151339579630455,0.002324011137243533,-0.003514792495945579,-0.00098661638413021,-0.0014659201850986986,0.00010848141108493245,-3.989572674658801e-05,0.0012545983283943414,0.0004574930806632544,-0.00047006377551287647,0.0032823439975727224,-0.003945888855969816,0.00014781808088068412,-0.0002819744166842095,6.498141270720701e-05,0.0007127437538629139,-0.000573427313368587,-0.0002780337314999985,8.88140470139267e-05,-5.2740956199093354e-05,8.749968850308946e-05,-8.469061094727774e-05,-0.00012028894009927429,-4.03931774986562e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
