sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
CR-4,201396,0.6252412385626008,-0.041522530916066495,-0.0011390561820796936,-0.13152158323070437,0.03890221706888502,-0.13658483150420833,-0.005200578786095889,-0.008019651324345463,0.0015061542845643992,0.00535847218018479,-0.002889977187692579,-0.00047341150798651795,0.007565487606349873,-0.0008571923157642548,-0.034769626311302024,0.00024457435408498194,-0.008063575029295783,0.011937361468777451,-0.0037195433777907805,-0.0024558536517711727,-0.0009459195806721732,0.0015993128796467466,-0.00028340384094578154,0.0005028881195649678,-0.00010374880775755172,-7.14002884564924e-06,-0.00018351785941894555,-0.005377812974505599,-0.0075424946926676605,0.0028572652013330174,0.002739129669142173,0.003612315107081034,-0.0009768906359566122,0.0015652068477066947,0.004041443933883447,-0.0006903302758518196,0.0035649438834702545,0.0005178508161397292,0.0018379620555511872,-0.0017632429297307333,0.0022543872842250637,-0.0035493437639866504,0.0011385354037795074,-0.004148670404961749,0.0015766314048006288,0.005346655987620192,0.002244649117299716,0.011709787538672389,0.012280958180103259,0.0029831900018426954,0.0010400747814014086,0.0011874773474396983,0.0007768603891327198,0.001375325787027266,0.0034787416485143404,0.004376275310795662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-5-A,201397,-0.34096642211603545,-0.024143003734211875,0.020049962129336057,-0.02074407617874798,-0.0593780123644894,0.005983428301817388,-0.11022210177423176,-0.031811773466052684,0.01724022052251997,-0.03847374913740354,-0.05998374779710269,0.013080934310417843,0.0030272246873400653,-0.025340637438119762,-0.0008821442234064038,-0.0042486808530771344,-0.03444889898536652,-0.014098160052387305,0.029261175245558057,0.04168618334308051,0.005909996956129299,0.0050213358269292335,0.00038569046666859304,-0.05413572415322341,0.019597502403341713,3.635746761785286e-05,0.0005622699154344444,0.03885048158229438,-0.008585481121715342,0.001533924418298462,-0.0044090312700257725,-0.0006220894066142829,0.010496152963470291,0.007423945449767324,-0.000904664239176012,-6.152840557401992e-05,0.00022424857382019955,-0.0006058583338429087,0.008597271286096279,0.0010159296593096265,0.002793474963875661,-0.0004605360659572265,0.0008775565238401154,0.0009760799370973141,-0.0005930514795613708,0.0011015332882404524,0.0007563846728532793,-0.0005499270773286862,4.3415060487398995e-05,8.239699942213006e-05,-0.0008240852324113313,-0.0005432484900498411,0.00016836735770663663,9.292445031960644e-05,-0.00011143573061930359,7.100680828581425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr-34,201403,-0.3368661393640611,-0.01578009994655993,-0.13492910632323746,-0.026015078687475594,-0.0821177039879956,0.0015136092642124702,-0.03254392683149775,0.03771048102052271,0.005002996276150384,0.07050401451102775,0.02479092520005096,0.023114540830280996,-0.003436459003787954,-0.03442193874511653,-0.00043368171546249074,0.004209154297321974,-0.02011713512078994,-0.013148288164663123,-0.01047336641831869,0.015030831393329624,-0.0032249174264836534,-0.0010662433656232532,-0.014172799484770503,-0.014711288431762386,-0.01558755113182661,1.583065648570757e-05,-0.0008386854042264414,-0.010388082450224666,0.0037496741672109293,-0.011208732125701644,-0.007093379537798673,0.0016807370209871168,-0.0036814664413702407,0.008117532960957135,0.007464172905117337,-0.0001827332505809554,-0.0013096633278995222,-0.023741986624553273,-0.016179733312555858,-0.00010736430815801607,-0.005333369711955617,-0.0006871483977738446,-0.01084181706933187,-0.0019128328033053935,-0.0006254383991444496,0.001154448155212491,-0.003522005944744605,0.0020386911706950775,-0.0008477414745228538,0.00043967269928917724,-0.001980984423855325,-0.0024780270651753354,0.000259113281321071,0.00012111572249221251,-8.115096956959684e-06,-5.571420454070513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-1,201405,-0.3483495754925178,-0.02707019275328809,0.028724242703534374,-0.03210686368105846,-0.09516894294200313,0.0016702063881098516,-0.034886151623143374,0.022264307781095408,0.015035847031643847,-0.03646861540903355,-0.010019631229545157,0.0006029474311231043,-0.0007599528906037569,-0.009896669920593173,-0.0009044091546980685,0.006517977949505528,-0.006707148567612199,-0.01148044482279163,-0.02805939515964906,-0.003132556334133413,-0.023630337783725735,-0.010716354843877124,-0.004598205226060222,0.012092884441427122,-0.003300505664415909,-1.0412595441465495e-05,0.00047254684753061737,-0.003368707323233316,0.0014950097204624287,0.005450949180745709,0.013400292032059162,-0.014471400341927107,-0.006379224025126913,0.0017587480524722844,-0.0003596417068884929,2.8158796104218603e-05,0.00011473642700898397,-0.01107349392624127,-0.008821697653031191,-0.00829881048239321,-0.0030849259287793946,3.298285153004256e-05,-0.006784801015599141,-9.989401369924167e-05,-0.0020887994135110484,0.009550667994248502,0.0037571215188181967,-0.00439212179853872,0.0014951861230096896,-0.0007796374014447625,0.001067972072289266,-0.0014966786002674703,0.0006391154955043091,0.0004179993060893972,0.00022090101866868977,1.7667728249619295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-7,201411,0.6222095063259195,-0.039824388972797255,-0.0018800771408788617,-0.14862552786504402,0.04348436301268866,-0.1416820920984771,-0.004093275455102648,-0.0031194158257697962,-0.0003879582873293025,-0.0010454006542915892,0.00014006096933849528,0.00021265930582353492,0.0008505431157692596,-0.0003396995050487626,-0.03214579265168569,0.0002259788558064006,0.001784794332643993,0.00428101493516312,-0.003207751087533156,-0.005396148334312137,-0.0051608766039876585,0.007667243665020914,0.006899085408581017,-0.0024418112101563558,0.0009075867276407852,1.8577230789612327e-05,0.0010382466220987456,0.008256078218702808,0.006696816274122659,-0.002959333951093644,-0.007968591311879429,-0.007454801745689442,0.0011260183080729915,-0.002213416721155385,-0.0007716387428735456,2.5824519470344885e-05,0.0007346112545435372,0.0006721475432844903,0.0034633302043810127,-0.004952289506745763,0.0036827811341065084,-0.0046072067905141715,-0.012551605122911827,0.021837892221245547,-0.00564585718233111,-0.010388337956159732,-0.001952762461860792,-0.00897778015326263,-0.006280552397148659,-0.0012017568304855371,0.0005338165590871762,-0.00017222725880217742,0.0006165535691944707,0.00047039780104887426,0.0004512726324330004,0.0010363189323675218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-28,201421,0.6245724276124193,-0.041150115050883104,-0.0013220393587527104,-0.13604856769486412,0.04012831446075335,-0.13837514388515582,-0.004950934556850595,-0.006839421353726348,0.0010265348057246224,0.00372341745559752,-0.002113459546536384,-0.0002940645460259323,0.005831305681279582,-0.0007209842988177949,-0.03423373525930893,0.0002409657803886629,-0.00518004585211159,0.009583137504903418,-0.003511313645003804,-0.003247621529484759,-0.0022193063608189965,0.0035069923795173494,0.0018697393675312806,-0.00042821810144267236,0.0002852673261447928,2.127182737619216e-06,0.0006964243018709298,-0.00021693700575220207,-0.0022124143470564008,0.00041931407884374393,-0.002571679619309828,-0.002073541832521072,0.00029733746665280207,-0.00047042863279551136,-0.0011730573542243635,0.0002040035515439279,-0.0006558346259881003,-0.0003613354292831077,-0.0020774163705121304,0.0021957562413523805,-0.0001575776711260032,0.004844999459095645,0.0038391666597945946,-0.006463093140008178,0.002648819119904001,0.003894037766154063,0.00044125348720058035,0.0032005054758111134,0.0016329929163562185,0.00032343806504999675,-0.0018811989366044738,0.0026127417247303647,0.0057769071920746266,0.002759533822120991,-0.0033017168152979608,-0.00355684792877745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-22,201426,-0.3100889154026537,-0.002699708005569628,-0.12028431523578544,-0.06036394336499469,-0.21741412157479212,-0.002300741349214808,-0.07404806035615605,-0.052628037496905394,-0.02929122139873452,-0.06053847546959766,0.05990739016408847,-0.0625085900305497,-0.0005864297118568861,0.014751034541794378,-0.0008855333413544786,-0.017399145504479387,0.02301682323706934,0.025165344421638185,0.03101693719177366,-0.022319328553902656,0.012837533783717445,0.007300184266263133,-0.008449122257442682,0.023088704792987892,0.005033614354646906,-1.7624323460536492e-06,0.001024851278025153,0.01845876138889981,-0.010822483589235671,-0.002672235049357331,0.0250428022672812,-0.021629402716749645,-0.007726249073471807,0.002872553536932839,-0.0005818165235541445,-5.9220724040094494e-05,0.0005113275566492534,0.0021537672255974786,-0.006241529838411776,0.006800135392503297,-0.0031025657517410655,-0.0010145841298891463,0.002193332018259959,0.007378635025861777,-0.001604076668738377,0.001855844317384597,0.0006326967295121566,0.0024573431769547415,-0.0011294926705477382,-0.0007185978417671147,0.0015795001039579878,0.00019476863485261232,0.0002016927227507435,0.0001600879873390705,0.00029440548393224673,-4.229694668238725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-44,201433,-0.3174491183473585,-0.012347301108578148,0.15212267345641872,-0.02765104081645829,-0.09016872478726679,-0.00931393766518896,0.08912279966145042,0.0753099414300098,-0.04794349242452918,-0.07664235981822962,-0.0346953985913961,-0.05749564258545426,0.00478006339668479,-0.003214632768547227,-0.00499361846708731,-0.07539023037497057,-0.00552202083598221,0.011955394655684107,0.013370377774754659,-0.029036029822908836,0.05456144564745192,0.022190411681571657,-0.05570819774907502,-0.0004516412608776059,-0.017091137938532994,3.8122805310254895e-05,-0.000989070207957312,-0.006603799744177823,0.01586433961488858,0.006679824600885261,-0.033447118334019026,0.016616544948797673,-0.006848422508750743,0.010351287358650138,0.006316312253117445,3.367565305436432e-05,-0.0006531301902595937,-0.00299773805029887,-0.00128835822692622,-0.005155491306626242,0.00036425297216957766,0.0005137319583862326,0.0025842722698171464,-0.0006382722738320502,0.0005872237521985536,-0.0006644183424089557,0.002564862282454952,-0.0008280034653973308,0.000172524486406716,-0.00037757950673731114,0.00032002917684347026,-0.0003683452723437066,0.00016360703685572447,9.793801773408206e-05,4.388952152167593e-05,8.666346244588826e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-30,201434,0.6336426766103442,-0.04422550796295289,0.0007447653620787376,0.05488381257511648,-0.01858064469353106,0.1075249544688692,0.003503420177195635,0.004483819684839347,-0.0005007125882819004,-0.001256026241343029,0.00027118116347633864,0.00025823359954272614,-0.001943442985398887,-8.714600310193758e-05,0.01977004819946807,0.00015155404835376143,-0.02048926116966502,0.030828550102012922,-0.011995158528313512,-0.010876300808499642,-0.022982565493770556,0.04849621570678926,0.007793258241505094,-0.0022962332853934523,0.003569036837615155,2.628657930783194e-05,0.01635360711530944,0.003619703462085907,-0.003924933374598635,-0.002709083599531472,-0.01725141868534735,-0.012613363322968673,0.00360317620433791,-0.007034705151551527,0.0021776067494566937,-0.0018641877842613796,0.04926255735957644,0.0004312155181247043,-0.011389811125458222,0.0029779029544228404,0.009911023088811019,-0.0021018199553568193,0.0030335024558963597,-0.004009941906929196,0.003981725392732898,0.0014320510331935737,-0.0008029193901578394,-0.0020032254811405167,-0.0027286388612605523,-0.002220584070900201,-0.002220947310512729,0.0006797971333723567,0.00021061186013205885,-0.00033732239237082494,0.0010946167704124102,0.00020539358044722731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-31,201435,0.6422866619510211,-0.04973780324746338,0.000471622346642743,0.01652584415526544,-0.0070694562094686594,0.05365578301983331,0.0010826401910615647,0.0009049042673852282,-0.0003390588018583278,-0.00040213784229613367,-0.0017503317439180191,0.0013905187213787914,-0.017883534963178363,0.0002674327355121383,0.016143472881314815,-2.7537347550082773e-05,-0.010581761320286518,0.012949591723257735,-0.0038953751634551808,-0.002769002758071183,-0.0006041745456669465,-0.000713498966260464,0.0012378367519881907,-0.00039020384477136445,-0.0009632661928511302,6.965443698686612e-07,0.001928385811231262,0.005284337666870398,0.018647637815958216,-0.0049817469585991744,0.015375228309472482,0.014454135304927156,-0.002535882571050605,0.009197326028171929,-0.014073269479452323,0.0011220933628062623,-0.00782809749695224,0.0001895070522804788,-0.006428185951226606,0.0008601989573484934,0.020551903030548466,-0.00665758380109055,-0.0033373212376087333,0.004646571294862451,0.01793337268246309,0.0027415389481447385,-0.00010905693443450523,-0.001158020875843,-0.0018892128037280278,-0.002073128047060712,-0.0021835091434479863,0.0009135660319003042,-0.0010941425975557239,0.0020724653904085383,0.0016771680860447138,-0.0007906618802085581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
