sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
KL-374,201663,-0.22883064679931198,0.050199516893608596,0.05010819225302468,0.021036559770875513,-0.06378340812873047,0.00016535507870199428,0.0077307392817080834,-0.023668547267721038,-0.02580281033937566,0.005662977148770167,0.004348689226657073,0.007282834806506531,0.0017655392470717255,-0.005842929902121015,0.0007455972570412923,0.0016953883827434625,0.007301415839866001,0.0016939774888561246,-0.0006350726254818302,0.0024942410771241156,-0.007897731216820015,0.010436001991506471,-0.008800499758994594,0.00324140675965903,-0.00044114406776762146,0.00023717454201897925,-0.0017370658437854227,0.0003393853009021601,-0.0005784483364695697,-1.4182250132542666e-06,0.00018334767348951488,-0.0016433376232070232,-3.356042377726062e-05,-0.0012127083714098532,0.0013383706667304293,0.000702224637245705,-0.0004888231088328044,1.2517090585620684e-05,0.0005160365808419583,-0.0015154288898600395,-0.00032975039880641396,0.00013287345063594844,-3.573580831691917e-05,0.0004918745121593056,-0.00035811492764995076,0.00010495395921232853,4.646297414649722e-05,-2.690306699820501e-05,8.133189287320439e-06,1.2303835507662309e-05,-2.7181692094023513e-06,-5.233442299671682e-08,-6.14591527370415e-07,-2.2157344347454436e-06,6.277465266279939e-08,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-375,201664,-0.2574728448794875,0.002190059079829974,0.025986734785651434,0.0026447940321652663,-0.014253281871969998,0.0031700584543910217,-0.0010376486396680529,0.002632935536463588,0.0003618730879803915,0.0005906657725184347,0.005486244158170396,0.003800132969654954,-0.0007460491298513801,0.0005424774980634209,-0.0019233198452509434,0.00011874602189536359,0.0020697747704911352,0.0008920372703732684,0.00018081438013641622,0.004673535800641362,0.002303678094747851,-5.4961340618714594e-05,-0.0026168093704947936,0.0009750797265371028,0.00038061416362884706,-0.00047132149830456533,0.0027497141945223265,-0.0003805989305028572,0.000959828999291925,0.0019935626495170377,-0.001215310148795737,0.0006518657810286158,-0.0004397980305495452,-0.0006553691058897485,0.0015954992603392016,-0.0009490267235731181,-0.0005513674298369257,-0.00015379745398823565,0.002330521179487627,-0.0018007586675177101,3.381249435345661e-05,2.594670267819465e-05,-7.205984072210952e-05,0.0017381768016379575,-0.0013028928429995245,0.00043744080932809547,0.00014683198782749064,-0.00048003760077740905,9.068933518468948e-05,-8.261274406500164e-05,4.614508456569544e-05,3.6990940516176577e-06,-2.5195105912410725e-06,-1.117440934180954e-05,8.644771682705743e-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-376,201703,-0.27775294646985277,0.01127929105944262,0.06021999716657225,0.006949474686177791,-0.02633663520620934,0.005316353197326735,0.0004498834889383977,0.006106821793376999,0.004779904020836556,0.003931067388421742,0.010973069143962615,0.005923137582955448,-0.004376017807508209,-0.005667724305297706,0.00046580158543590647,0.00157120409938757,0.007300276246517404,-0.000994618352193168,-0.0005369468318056702,-0.0009222880581293818,-0.00397895244916672,0.0028259706855545377,-4.563963111557129e-05,-0.002724170059571508,-0.0005797635410216937,-0.00038586466216485255,-0.0027436401388103017,0.0005738220023687748,-0.0027641809489423754,-0.00012994866366793515,0.0002428845561554215,-0.005780917174662005,0.0012100588559174545,-0.0014309587864620391,-0.002211430547811522,-0.0010105309434389343,0.00023116058917866932,-0.00019735681788476394,-0.000504731709541031,0.0028521194717255,0.0004465441024687752,-0.0004748590319507329,3.9968255784325816e-05,-0.00027458800668287526,0.00019818388213973953,-0.00010678591503968202,-3.708125416618049e-05,5.521739726206816e-05,-1.1425902738835004e-05,3.230063170938003e-05,5.369570578658026e-06,-4.03995232020004e-08,5.633311179303629e-07,4.93143411742405e-06,-1.349951813533473e-07,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-244,201809,-0.27502051191136184,0.010097514806777272,0.05668459211104137,0.006917212233025517,-0.025685462458441107,0.004375929018508764,0.001754918659425935,0.0010068417231601306,-0.003983755234863739,0.004456869734793302,0.012387184861285669,0.008463620619314478,-0.00491386139263177,-0.0033824933738238042,0.002410523550397453,0.001470983204076645,0.004870885446320167,-0.006076541805921791,-0.0007932253842290438,0.000394966340162488,0.004219508058395696,-0.006545568710558859,-0.003678624305913003,0.007821378662269445,-0.0018129868015194864,0.002379381179887089,0.003302746485245403,0.00045138181353628575,-0.00011934121285039441,0.0014651720147489688,0.0017031952758960393,0.0011111186013779096,-0.0006574915354091436,0.00411953809495216,0.0018533004315360625,0.0008345770970445204,0.0004955148422660615,0.00011953072030608002,0.0006262911727941052,-0.0012178296229636155,0.0003360922709631523,0.00045707376557282405,-2.9006754707626868e-05,-0.0003986224484084513,0.00029551268437008745,-1.9474972860969535e-05,-4.964936660663012e-05,0.00016412980304224582,-3.570658591508224e-05,1.4314208422456779e-06,-2.455711755584345e-05,-2.530689528382939e-06,8.464513893515237e-07,5.936492322564802e-06,-2.892200587397668e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-5-A,201397,-0.3010237209272264,0.029943632962537374,-0.0437509522475889,-0.0027955289431143746,0.007820054117007594,-0.0021924700423364505,0.0010595873402085593,-0.007034738714665674,0.0018170891370986755,0.021362708637877908,0.00705367082503204,0.00853577046342303,-0.0018853734890395741,-0.001105305370275444,0.0034817208049396325,0.0010391930550023216,0.005508146906936689,0.005344437705708616,-0.0005126855935476994,-0.00616089242958417,0.005912717673783534,-0.009085431894642225,0.004486769480554183,-0.0048924539728378595,0.002230103403492548,0.0028643419656757528,-0.0006148381113031428,-0.00010730725666985721,-0.000560587025105989,-0.0006288633427668787,-0.004540789176809678,-0.000576151376093883,-3.939359591930278e-07,-0.0014583060499197568,-0.0012991191509057016,-0.0011924941469408402,-0.0001916740032360909,-0.00028619096213022274,-0.00039781846676919847,-0.000680567808526616,0.0003115600283898233,-0.00031816701861788323,-3.220036783105587e-05,0.000520544423994509,-0.00037991615904583656,-9.398107164031455e-05,-1.5139099005987292e-05,-2.1873253763306682e-05,-3.791031567576991e-06,1.5421740395536856e-05,2.2067733362490276e-05,-5.5502029310061614e-08,-3.8858199419851804e-07,1.5756824908652086e-06,1.1266403757860984e-07,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-1,201405,-0.2546010984737416,0.001071682323400606,0.012546933191425849,-0.0023599153584549434,0.009253352951981405,-0.0020147743057945386,0.000521359555821404,-0.0021365282317867655,-0.0034122302356409833,0.01846526104939223,-0.0009052812227780586,0.00154666141563619,0.00013835587390017068,0.002543139641935321,0.006224703724683175,-1.945568530746633e-05,0.0003955543673515837,0.002886273390602992,0.0006010733520934272,-0.0004294276887992496,0.003596921114363613,-0.0004536013163705941,-0.003575534425646806,0.0020088896786715077,0.0006807148477851055,0.003036487585192461,0.0016815923245653418,0.0004070026747087656,-0.000202151188087863,-0.0017091069213332297,0.0012544814488506424,0.0006641744254670465,0.000104831116982119,-0.002101960294380682,-0.0007499921860251042,-0.002306845920520449,0.0018527195837553653,0.00046165725994961557,0.0016314718501563292,0.0010259533162355152,-0.002077299930359946,-0.0003855967987220982,-4.7209848732125136e-05,0.00029293620554941813,-0.00013686949117166944,0.00011617575446611132,-0.00015854865465625992,-0.00018231502419847578,-8.304280461708143e-05,-8.926470993339074e-07,8.430449624174523e-05,-6.419476318879512e-06,8.172275606556405e-06,4.258574293821727e-05,-2.983740688375432e-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-44,201433,-0.3268319916792494,0.043856370419554876,-0.09330111624271782,-0.002273279135365672,0.0010111181589683867,0.004008351944018485,-0.0017207253535520353,0.02352147426271632,-0.02808284981847759,0.02246701123182153,-0.021729744268257432,-0.016496817954046453,0.019805490288280714,-0.0038381315125874033,0.00587655726283348,0.00048630898268630057,4.032547666865052e-05,-0.006116875126445345,0.0006068231663001998,-0.0004481596983950346,0.0021923940013839852,0.0008673466834451293,-0.0035165973511390534,0.0009955712005327336,-0.00015428178260820704,0.0024365935566620666,0.0025146996729100177,0.0004129445559917842,-0.0013452704337445643,-3.5136559938896454e-07,0.00040815671851332573,-0.00035253148841441536,3.844626699445793e-05,-8.81257580323492e-05,-0.00027308589864788235,-0.00040317964671830134,0.00033177525464151943,7.834470292873426e-06,-0.0003363179797387449,0.00037414883876735146,2.681182254526997e-06,-9.285335734017052e-05,5.5591907513135505e-06,-8.262790205156705e-05,6.248023660709017e-05,5.0664062233656015e-05,1.5182242714305566e-05,-3.95395769744382e-05,5.345134584820881e-06,-1.37842792103427e-06,-5.754663261196674e-06,-2.938207283651779e-07,1.307069796227887e-07,2.3335801651244308e-06,-2.5531763678389355e-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-33,201437,-0.2623124723778036,0.0027346036124013505,0.03064308168238023,-0.000818675529904918,-0.0003479186938764982,0.0049156057341169105,-0.004166810064704947,0.022546709213139005,0.008513610099435428,-0.019296321519014427,-0.013645182519204766,-0.01664137482679738,-0.014595098982280777,-0.0028212956052949957,0.005168817241404751,-0.002551032767300106,-0.01647017531041183,-0.0057198554966754155,0.0019917782349126393,-0.01576139788906368,0.005891584052369957,0.0017858793901636195,-0.008403275996298887,-0.002606300803465487,-0.0020770552661055807,-0.0008738124661239426,0.0005996242297198138,0.0013179905238263913,-0.0025354441142883166,0.00044168044776074516,0.0022563848721846576,0.0015863107475037473,-0.0010530871363110227,-0.001798844492659536,0.003114623444004916,0.00021664579672149583,-0.0007863099682212046,-0.00035718586047760897,0.0006014943104121187,0.0007502485740171924,0.00020303485289884163,-0.00015532304238126754,-1.1167126624361751e-05,0.0003406902224351157,-0.000269190747128111,-0.0006329605287234417,-0.00017916252484776558,1.0327921657442625e-05,-1.903434334675553e-05,2.399100855062698e-05,1.3995795012296523e-05,-1.0694447072048843e-06,2.1386734023793815e-07,7.628992734814189e-06,-1.2629662534916395e-07,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-48,201448,-0.33298275787842624,0.04829785188142349,-0.08240214043219747,0.006202724965882324,-0.04369545473930669,0.0108396032723853,-0.008900242197543363,0.01870722458135694,0.0281226188781843,-0.005906189517871827,-0.007820936345897023,-0.00895580341158971,0.009969457872977292,-0.015230876917956005,-0.005442965239501938,0.00183082514612044,0.0127980800754285,0.00814221706279356,-1.2717220980963963e-05,0.0017310792023302224,0.0013208810464114939,0.0010852918747314832,-0.006602468067563277,0.003305316493452286,0.0010103444587381584,0.0025750339211647474,-0.0016849497125525357,-0.0002615573555274624,0.0006913552042585233,-0.00042923658924415796,-0.0013135530046504557,0.0029457488929864077,-0.00035448082761768956,0.00019030216744161978,-0.0006659621414982495,0.000674493959552868,-0.001016042945229136,-0.0003457575820186623,-0.0006695952660546102,-0.0005728172235605904,0.00048045660327035726,-0.0001635745255142713,-3.2271290933159005e-06,-3.795430894430646e-05,1.4909121157051814e-05,-0.00010794603608053834,5.963949389384223e-06,0.00011284949950471963,-8.127627352605739e-06,1.5820471688761608e-05,-1.0037894969099695e-05,-4.1619410127395684e-07,-1.327791747405594e-09,2.2327756445594664e-07,3.1935603101610176e-08,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-49,201449,-0.2507370583546264,-0.0010894751250392874,0.009939412082786942,-0.0018603569796651314,0.003271735966258979,0.0009946613689993885,-0.0011814575488097781,0.0045425515111220454,-0.005954290106485932,0.0010522266334266857,-0.00615316557572818,-0.004494181852075893,0.0008643598771312017,-0.003491911453463995,0.0006242916189937624,0.0005876161001687374,0.0012409927615652583,-0.006045239480074624,-0.0002695394194858752,0.006750633015601213,0.0033180875547805955,-0.0036044024330515634,0.0031743492066538654,-0.002830734792844415,0.0005597374198781417,-0.0008040806622906626,0.005570482919472578,7.986068207784972e-06,-0.004575606451376972,0.0035099102049406194,0.0017449050816949567,-0.004238943063702713,0.0009573327981558566,0.00044404133677498057,-3.0396683110716042e-05,0.002245610674290016,-0.0011071099871294732,5.3514518981683024e-05,-0.001881117750887703,-0.00013130762198096534,0.00018483177174263447,-7.626840051494353e-05,7.319716294237035e-05,-0.00017770248580025957,8.36909790107154e-05,-0.00011416137192480231,-5.743439940496793e-05,-0.0006515210188972922,6.808635055962779e-05,-3.972186017768787e-05,1.9297584029991952e-05,-1.4288439645275153e-07,1.3452724254241508e-06,2.351185895372512e-05,-2.41002575642624e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
