sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
KL-374,201663,-0.24166096794218866,-0.023899790384952324,-0.013491454321780316,-0.0015660845737302405,-0.018551359020076538,-0.00012763649287961566,0.0065122065915084295,-0.003437186191098212,0.0023130276136997716,0.020242962709918183,-0.0020370699004230806,-2.570678965091751e-05,0.0007123565317549655,-1.676105772425528e-05,0.004805906015626923,0.0005646958148712414,-0.00018295468864835078,-4.382510808089243e-06,-0.00037370809720292046,0.0008777832635208834,-0.0016806813977433637,0.00016017438895126672,-0.0010801515759754736,0.0012974302615698019,-0.00010123650621776694,-0.001052518057019393,0.004843130642594892,0.00029200335659667476,0.0015511323770351067,0.0024668259321688315,0.0003751620529140639,-0.00023030982877267136,6.626319417209816e-05,0.0014295295326088812,-9.190140326181711e-05,0.0004930050166401444,0.0001993819047511219,-0.0003204964747197989,0.00039202003959523126,-5.532304749068242e-05,0.00034670623939277927,-7.012692666700806e-05,7.853114847952889e-06,-5.995043195014143e-05,4.791280653068214e-05,-2.228361519209991e-05,-3.419882009261871e-05,8.158931711858416e-06,3.048686220320431e-06,6.898548812622066e-06,1.4979760291171367e-06,-2.053918698185041e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-375,201664,-0.246034417572726,-0.006237286876725095,-0.006192243096642812,9.061781459263827e-06,-0.006415633690331595,8.994629413648301e-07,0.003747206318331275,-0.0008477426790311995,-1.679735294826248e-05,0.0010332487505133618,0.0014740646971138644,8.25768230739211e-06,-0.0017159908067465562,4.2662222379675654e-05,-0.0006833687813409469,-0.0013925517947720788,0.0029119768027076032,1.594990777851155e-05,-0.0010548955140424097,0.0010193097368302922,-0.001754650336017373,0.0005507706895252496,-0.001286431024439385,0.0015734525106694828,0.00017607474198747967,-0.0028706699413826395,-0.0013251025345483295,8.278471274231612e-05,0.0001913251427463209,0.0005164744778282934,-0.0006265306411937509,0.000628590557246732,-0.0008007536430123738,-0.0013469872013719198,3.811876366395429e-05,-0.0004756699117307615,-0.0001531759222659167,0.0005444115159377372,0.000513399567088665,2.1873778127307263e-05,4.469461388632466e-05,-0.0007197145854042814,6.19774694925581e-05,0.0001876584333284928,0.00035554958728571255,-2.3717180949214644e-05,-8.719517313106059e-05,5.676105920391978e-05,-1.9274969492006402e-05,-5.8823259420500803e-05,3.2979360014659713e-07,-2.457073988961594e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-376,201703,-0.2578726455029159,-0.012503032891027678,-0.020303044840913526,0.0006846519216827915,-0.014453732065238173,-9.989481728081742e-05,0.004347580097569322,-0.0025227532642772207,0.0008066097716296098,0.007094664493267978,-0.004970251917924622,-4.813890477321053e-05,0.0025946597277531807,0.0008658568410960152,-0.002270018266929697,-0.00024158367482773346,-0.000955407127979694,-3.0022470859128043e-05,0.004019308049913403,0.0002846467235568478,0.0018318002299247702,-0.0005427583751389823,-0.0015970595686627851,-0.0019921231786712507,-0.0026914654787923743,-0.00113122791877193,-0.0006632848261033667,-0.0002625182271724882,-0.000870291573368465,0.0006755558935009887,-0.0010180167614629498,-0.0005080658343792904,0.0010955509137314766,-0.0002793353093990352,8.06415152632551e-05,-0.00020079334159039218,-0.00022472297154385338,0.0008852630490948193,-0.0007389355435938019,-7.150899597886907e-05,-0.00012101059793946337,-0.0004138790742948098,5.3830658336463465e-06,-8.714278122806501e-05,-8.582851712139608e-05,-1.9199391400549846e-05,-3.896039291716751e-05,2.0960438725334297e-05,-7.567725115499395e-06,-2.271202079780978e-05,-1.816460074325688e-06,2.0534767094670743e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-244,201809,-0.25177978499768766,-0.009269355738960205,-0.013529207429317439,0.0003863904996787472,-0.010180958742772247,-5.922798210846302e-05,0.005375774322433523,-0.002351181906230859,0.0004967115428787007,0.004361499703666927,-0.002034401908543908,-1.4581385645184237e-05,-0.00036714290585822826,0.00047394953015488314,-0.002383625658051881,-0.0004756848677029851,0.001463551349565162,-1.4882535919178973e-05,0.0019255202977652693,0.000906495944655825,-0.0005834944807977713,-0.000127436069505805,-0.0018050853707204317,0.0011054072264888373,-0.0010503077199446377,-0.0008351871995436188,0.0019321472573215251,-4.471785820252114e-05,-3.7048796724486097e-05,0.0003408032668116562,-0.0006133700772847168,0.00031470122622778306,-0.0009847179080732266,-2.0915031966649883e-05,-1.7408859315647153e-05,-0.00010872060565791832,0.00012159739474089876,-0.0009999557258543938,0.00023574978016611167,0.0001061707571871939,-2.2149292637382006e-05,0.0007608525488451907,-2.876016303139668e-05,2.3823668958172895e-05,4.4938832438946695e-05,1.6438524803657767e-05,7.392581913596442e-05,-5.889069483369445e-05,3.759259208670851e-05,0.0001100981563212651,-2.192215520115398e-06,-5.155854505807223e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-5-A,201397,-0.2601844787730638,-0.013896111778086946,0.010524942573871774,-0.001099501118594601,0.0004944506789305394,0.0003078952878541347,0.016135571518963058,0.0030764182128265715,-0.001369309051888157,-0.004170523576074614,-0.011164798640480193,-2.9522790277915847e-05,-0.002299376637563875,0.0007384286619981923,-0.0057233425435172,0.0044427372662249115,-0.0031187411229475653,-5.679538990940258e-05,0.0024070956797912877,0.0006023067043702616,0.005323868676044876,-0.001219049451223141,2.0331679078016715e-05,0.0023931771028346486,2.6798678492863516e-05,0.00221254925740652,-0.0018570679247779226,-0.00010061576399720946,-0.0002974824908771793,-7.732619678100748e-05,-0.001033216483119908,7.755287976534113e-06,-2.3350455716186038e-05,0.0004930147866576653,-3.407613810704644e-05,0.00014440585882503988,0.00011716017173668569,-0.00027026474606415326,0.00020336877830304397,2.0258586939851014e-06,7.034180218866308e-07,3.0246152331126667e-05,-9.940225439259569e-06,2.4200440238230895e-05,0.00011555764959598863,-9.277971335592311e-06,-2.5179607886885198e-05,1.3951606702795366e-05,3.7404460117469153e-06,1.4365708691198591e-05,3.5283724967444145e-08,-1.4808163922103749e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-1,201405,-0.24602875896661586,-0.006081192783754483,-0.003148894934834647,0.0009033458972334444,0.005626089094831163,7.246750124791504e-05,0.005256648686983471,-0.0002513920191681177,-0.0003377450930084055,-0.0024440779856333716,-0.0002687853780100522,3.739623503050835e-06,0.005257456573184092,-0.00042308411404988266,0.0004945688893967683,0.0012612653582201065,-5.168858673367409e-05,-1.0064014450406326e-05,-0.0027519049549101933,0.002228221505281079,-0.00031175040459132427,0.00032436563192678,-0.0009663909062781487,0.00098943457372249,-3.799188623054456e-05,-0.0020325165954950403,-0.0007932730266257382,-0.00014739107413845427,-0.001098614292486884,-0.0007083156277416184,0.001209747800454079,0.00016649718298694468,0.00036472744269835467,-0.0008681845040418889,-2.4938551613337328e-05,-2.624395096461167e-05,0.0002279800544771746,-0.0010599602640322988,0.00014756117205576684,8.18061219932489e-06,2.9304491663792157e-05,-0.0002947530062035248,-1.45190141269766e-07,-0.00020364691992239134,3.605511744256901e-05,-4.048375354705399e-05,-6.707603633970884e-05,2.5011966439830993e-05,2.3412846283252154e-06,6.573564744552271e-06,-1.5625893433978015e-06,-1.9063244170492487e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-44,201433,-0.2725051117289955,-0.019381638903386643,0.048767999055656465,-0.0037346363182507512,0.001571055563398825,-0.0006072499375480348,0.01717506543852432,-0.020588489806872303,0.002204409597886633,-0.003986959616776123,0.012060251687703418,9.37452954823366e-05,0.005993440274991993,-0.0016645908609530483,0.0038919759202029106,0.004656014768512021,0.003324075479863307,-2.4068729574852654e-06,0.002129653542437536,-0.0001851520712658926,-0.000466070377725851,-9.021345069203503e-05,-0.0002773698581711091,-1.6973810602087767e-05,-0.0002588714633908562,0.00011021908313577151,0.00018348220868799506,-0.00019066683549457913,-0.0009850909861527847,7.623723433652883e-05,-0.0006437937546789523,6.739499179892356e-05,7.703845909174429e-05,-0.00012221081130066354,8.303004633530765e-06,-7.238859345421624e-06,1.0625096925179978e-05,5.744227453734235e-05,-6.974816605205134e-05,-2.831704066726926e-05,6.751670239048483e-05,1.9300236391152185e-05,-7.702342637231222e-06,-6.627176299777645e-05,2.436530115361449e-05,-2.5188802712052202e-06,-9.125565105053196e-06,6.166295641923156e-06,-1.9582115347003083e-07,5.682622514339392e-07,-9.282284154668065e-08,-1.782771123719747e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-33,201437,-0.26322290569218304,-0.014731798256776963,-0.016187097653594856,0.0017627629933716538,-0.010850872514340724,-0.0006677261555382695,-0.03027021795647255,-0.009053960728148559,0.0009267905040804238,-0.01467998641984047,0.000201250641591256,0.00012727772546799297,-0.006970451345886505,-0.001412864343874911,0.001871473183841061,0.010233066503589596,-0.0033699293861653304,-9.067651083869483e-05,-0.0012407306362787803,0.00283779000808898,-0.005052094516903698,-0.00013079562813409108,-0.0013198721902833081,0.0008137047987509537,-0.0007335383247689703,0.001581964334024742,-0.00018415325329031155,-3.279125913449769e-05,-2.1016947568189776e-05,0.0008710667529582988,-0.0004199112082905627,6.690074236938806e-05,0.00027778396081219834,-0.0005445178787019494,8.179719011372218e-06,-0.00012734521544199075,2.490188416266246e-05,-4.6383767125571365e-05,0.00011948992745232985,-2.7004857506002296e-06,2.5813164144784777e-06,-4.6811666380735047e-05,-4.676744039624388e-06,-9.532536713378648e-07,6.192164025929005e-05,-9.398070390970387e-06,-2.1484631379654457e-05,1.1439897888753898e-05,2.1886136438469365e-06,8.925530891486776e-06,-2.4849341369154286e-07,-5.566141217932165e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-48,201448,-0.2797317117176665,-0.024344752629973942,0.03755396595024811,-0.005234856209471581,-0.02305730590621649,-0.00010542792557744553,-0.00844958584625492,0.0006050067253124862,-0.0003934636845030196,-0.0036986620423018935,0.007155610808724222,2.5519164659580998e-05,-0.007074646193033507,-9.886041103806377e-05,0.003568018489907253,0.00045139328699217944,0.004677576933223897,5.204364156848666e-06,0.0013110823065068213,0.001922576903223105,0.003247529391255688,7.45526394542408e-05,-0.0008961581689673914,-0.002460445787549438,-0.0014034016226626637,-0.0018088064498887413,0.00017641876714301964,8.787241638316195e-05,0.00045431442766750925,-0.0005065901162080886,0.0010429315785127373,-8.017223054557874e-05,-0.00011375492234286054,0.0002436985445349998,2.2043110282873214e-07,-4.45623893753828e-06,-2.103024808095391e-05,0.0001159750968038219,0.0001440366638814522,2.5511345315091127e-05,-7.525904939717842e-05,4.8552527331300844e-05,-1.4670339885322435e-05,-0.00012389610648744407,-1.3580670613227693e-05,1.254619907801285e-05,1.8441169259303406e-05,-4.118332049017828e-06,-3.0834755986848587e-06,-7.90719234779034e-06,5.237161587138091e-07,-1.6087544478105383e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-49,201449,-0.23977855167470707,-0.0026459228073117554,0.002030723856576093,0.0005069790416059731,0.0015752534312546164,-0.00019305622955085902,-0.002049192791852977,-0.005643031989632852,0.00041312444607701036,0.00015628989088359643,0.004462937669800884,1.952668517936435e-05,-0.001985118402314928,-0.00024358133207923478,0.001166532769300895,0.00240816519665893,0.004023058780395035,9.434224494515481e-06,0.0015866632261752921,0.0011177781480138332,0.00015571305680774598,0.00013308521049323408,-0.0016154398776173056,0.000827448685215373,-0.0005393699194103021,0.002497739204509605,-0.0005136819112917953,-0.00044432620642883197,-0.0016025126775122186,0.0007139561406885685,-0.0014921783256681628,-0.00010566798400410091,-0.0005037506617003863,8.122139118076112e-05,5.77262201368561e-05,-0.0001509753307475616,-0.0001800050687915989,0.00017838836437583105,-0.0006920808600106288,-3.464203525759198e-05,9.621394323351547e-05,-0.00043678843783117184,5.182964893959483e-05,-7.79287109770388e-06,-9.973230363724392e-05,-2.6103360314873296e-05,-2.110133616320255e-05,-8.019218031490573e-06,8.251681061243307e-06,1.6688894536974493e-05,-2.81738042095684e-06,6.413258872048811e-07,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
