sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
201504	KL-CP-45	KL-CP-45_S140_L001_R1_001.fastq.gz	14255f1cba0ebc844a44724806523745b699b7ed2e85102b5faca5d29773ff8e	KL-CP-45_S140_L001_R2_001.fastq.gz	675086113054e4ae3fda8527ba958e46a701744abb439f673001265d3347fb82	1016	20240723T194127_rcunning	1.2361241768579492	1.0181732660566152	0.01599247412982126	1.0160352347558368	0.015607628495681177	0.0	0.0	0.0021380313007782433	0.0003848456341400838	1.0	0.0008124518942957325	0	0.030659368853160014	0	0.00017104250406225948	0	0	0.0008552125203112975	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	11
201517	KL-CP-58	KL-CP-58_S153_L001_R1_001.fastq.gz	24e6ff78fc0b7bca2ec6b999a1f2f89ea75bf906329c9e282ccf4fc7e627039e	KL-CP-58_S153_L001_R2_001.fastq.gz	d342dee9baaf8d7ed0fcf9ddd0d2e4de9b0f94df9f4b1e3a19de50dc733a1285	1016	20240723T194127_rcunning	1.2314594879915546	1.0420691475323305	0.014726840855106888	1.041277381894959	0.01456848772763262	0.0	0.0	0.000791765637371338	0.00015835312747426763	1.0	0.0010556875164951175	0	0.024597519134336235	0.000422275006598047	0.00047505938242280285	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	13
201476	KL-CP-16	KL-CP-16_S112_L001_R1_001.fastq.gz	ccfda374c8950136340ccdc3b4f20de7e6d9acd2225be3fdbab3d4b467c99429	KL-CP-16_S112_L001_R2_001.fastq.gz	dd877917d96a954d18586b642d74059e543aaf4162c75753cf301572252cf7e5	1016	20240723T194127_rcunning	1.1428777670837345	1.0095283926852743	0.008854667949951878	1.0095283926852743	0.008854667949951878	0.0	0.0	0.0	0.0	1.0	0.0006256015399422522	0	0.04234841193455246	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	12
201498	KL-CP-39	KL-CP-39_S134_L001_R1_001.fastq.gz	807d50cc553a296b91e663d80709f359b6bdd608235b7e70e94d08ee9c14f003	KL-CP-39_S134_L001_R2_001.fastq.gz	9a67659ecb45ab8562f9cb11f4ea3f39b5c61bc845033d66e92ec54dbeefd275	1016	20240723T194127_rcunning	1.1828834484201716	1.0133919229964428	0.011759782381251308	1.01293157564344	0.011634233103159657	0.00012554927809165097	4.1849759363883655e-05	0.00033479807491106924	8.369951872776731e-05	1.0	0.0005440468717304876	0	0.048336472065285636	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	15
201458	KL-CP-1	KL-CP-1_S94_L001_R1_001.fastq.gz	840fef66a53aaaabe824cecbb8b80d8ebce823b6501471a31bce0e290fc69fa8	KL-CP-1_S94_L001_R2_001.fastq.gz	92a9845b064bc41eb2c31184b4f296e2f2897e7e72dac48b3f1e9ed6666a8769	1016	20240723T194127_rcunning	1.162082471504643	1.0234124015314878	0.010429960832636536	1.0234124015314878	0.010429960832636536	0.0	0.0	0.0	0.0	1.0	0.0007921489239977116	0	0.059895260308938075	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	10
201484	KL-CP-36	KL-CP-36_S120_L001_R1_001.fastq.gz	9495c27f25ed7cbf2ce71750c323b8330c6d357cd50c552c4649fa81dc4d0c73	KL-CP-36_S120_L001_R2_001.fastq.gz	a768efceb015b2e7c23c51ee6b339b7a094d4feff82e26753c8d753ecd74a1a8	1016	20240723T194127_rcunning	1.1553904587002797	1.0110188238240327	0.01231270086397596	1.0110188238240327	0.01231270086397596	0.0	0.0	0.0	0.0	1.0	0.0005843315664259777	0	0.061396552443758086	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	13
201460	KL-CP-11	KL-CP-11_S96_L001_R1_001.fastq.gz	745a3d351531eb69e6bd3bba9063b9e75d8039a35d0353eff99b16e2e67390dd	KL-CP-11_S96_L001_R2_001.fastq.gz	d455c5a9a314cd0322872f3cad5624591b8714c5a717957d86bffe2509c229ec	1016	20240723T194127_rcunning	1.2187729372652303	1.010707655109883	0.011484823625922888	1.0080307413324123	0.011139415396571824	0.0	0.0	0.0026769137774707483	0.0003454082293510643	1.0	0.0007771685160398947	0	0.06472086697465568	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	13
201523	KL-CP-64	KL-CP-64_S159_L001_R1_001.fastq.gz	f808dd01d6fc5e2b394b12efe001f49aea8a2d486ccaac7e7c66476567011ae0	KL-CP-64_S159_L001_R2_001.fastq.gz	0817909cd27ebf5ce881330e73bdacff8642e605da49c7644ec8e9b9909c5d65	1016	20240723T194127_rcunning	1.152282951548684	1.0043952634572626	0.015460985573194063	1.0043952634572626	0.015460985573194063	0.0	0.0	0.0	0.0	1.0	0.0009824706551528001	0	0.06479135425823467	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	8
201486	KL-CP-26	KL-CP-26_S122_L001_R1_001.fastq.gz	6a1e9bf7b983c2425e96b07125f4fadd69a4046a086a8760c91b27469b51083c	KL-CP-26_S122_L001_R2_001.fastq.gz	f0ebedde04b1b616c72b0a4deff0bd28b356ccf7327e187b90db473f3b8f641e	1016	20240723T194127_rcunning	1.1830772773628977	1.018028094877784	0.010329966773036813	1.0176333190775406	0.01023127282297595	0.0	0.0	0.00039477580024344506	9.869395006086127e-05	1.0	0.0005592657170115472	0	0.07905385399874987	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	13
201467	KL-CP-7	KL-CP-7_S103_L001_R1_001.fastq.gz	f58024e845a0f3f8fa10b0f5def266da325a2411c74bf233300461cb672d15fa	KL-CP-7_S103_L001_R2_001.fastq.gz	831071f87e88235baf14591979591243d3155bbae48faa8fbbc2920f8df33bb8	1016	20240723T194127_rcunning	1.171527093596059	1.0171100164203613	0.011428571428571429	1.0167487684729064	0.011362889983579639	0.0	0.0	0.000361247947454844	6.568144499178982e-05	1.0	0.0005254515599343186	0	0.07770114942528736	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Faviidae	Diploria	labyrinthiformis	24.90399933	-80.61685944	20201012	12
