sample,sample_uid,PC1,PC2,PC3,PC4,PC5
23_PSTR_004,243548,0.1985118056166772,0.10049350150658351,0.11534461605709936,0.03206777900583998,-0.0
ABE_DLAB_001,243604,-0.0018653830657581942,0.10107110540212351,-0.05984672591871512,-0.10421548813742211,-0.0
Green_Can_DLAB_005,244218,0.19119237169190506,-0.11780090588347596,-0.10697493495286296,0.03495715869014061,-0.0
MQ8_CNAT_002,244240,-0.13796483751105107,-0.16234908341009013,0.09209847593226615,-0.03530388437136664,-0.0
WS_DLAB_005,244300,-0.2498739567317726,0.07858538238485908,-0.040621431117787286,0.07249443481280822,-0.0
proportion_explained,0,0.557818900783409,0.23641349457439412,0.13627588964332157,0.06949171499887527,0.0
