sample,sample_uid,PC1,PC2,PC3,PC4,PC5
ABE_DLAB_001,243604,0.03452026141095545,0.17988529484759214,-0.07914282488983636,0.0,0.0
Green_Can_DLAB_005,244218,0.17258039701426103,-0.18541737144438936,-0.020696613575782768,0.0,0.0
23_PSTR_004,243548,0.35965099776873544,0.04438866834060457,0.05550194930507765,0.0,0.0
MQ8_CNAT_002,244240,-0.27479194997183415,-0.08849565262937213,-0.04151447245607992,0.0,0.0
WS_DLAB_005,244300,-0.29195970622211814,0.049639060885565044,0.08585196161662091,0.0,0.0
proportion_explained,0,0.7663885921048132,0.18857838250449357,0.045033025390693246,0.0,0.0
