sample,sample_uid,PC1,PC2,PC3,PC4,PC5
23_PSTR_004,243548,0.17518839000922487,0.07960917509921296,-0.09919074176235067,0.013847852975038292,-0.0
ABE_DLAB_001,243604,-0.04622616621048233,0.11436039785718717,0.042746322251458274,-0.04374549326564577,-0.0
Green_Can_DLAB_005,244218,0.1476425370259666,-0.0590147841801273,0.11357209792669128,0.017229507552970993,-0.0
MQ8_CNAT_002,244240,-0.046388821871143786,-0.1687227211340089,-0.057481779713714834,-0.022170677041389024,-0.0
WS_DLAB_005,244300,-0.2302159389535655,0.033767932357736154,0.000354101297915579,0.03483880977902558,-0.0
proportion_explained,0,0.5651050080277479,0.2702883941835941,0.14346193055810108,0.02114466723055682,0.0
