sample,sample_uid,PC1,PC2,PC3,PC4,PC5
ABE_DLAB_001,243604,-0.09893075207648272,0.27915024822366974,-0.12076755815628205,0.0,0.0
Green_Can_DLAB_005,244218,-0.34412325020984025,-0.30237029691748524,0.02110280693147833,0.0,0.0
23_PSTR_004,243548,-0.45834328182960893,0.10815520825729444,0.07580940777003696,0.0,0.0
MQ8_CNAT_002,244240,0.39282402194990573,-0.14109689962417715,-0.15489418359455,0.0,0.0
WS_DLAB_005,244300,0.5085732621660259,0.056161740060698045,0.1787495270493176,0.0,0.0
proportion_explained,0,0.7278950003725256,0.1977687312699664,0.07433626835750802,0.0,0.0
