sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220,PC221,PC222,PC223,PC224,PC225,PC226,PC227,PC228,PC229,PC230,PC231,PC232,PC233,PC234,PC235,PC236,PC237,PC238,PC239,PC240,PC241,PC242,PC243,PC244,PC245,PC246,PC247,PC248,PC249,PC250,PC251,PC252,PC253,PC254,PC255,PC256,PC257,PC258,PC259,PC260,PC261,PC262,PC263,PC264,PC265,PC266,PC267,PC268,PC269
Tr-29,201394,0.24697199148621754,-0.10757968768388351,0.10819667516492566,0.24856897204811496,0.25937217140938673,0.14886290164815297,-0.13818166212846572,-0.034644995311016225,0.019465932396233638,-0.08280108755186887,-0.07521100097236112,0.018498017555215355,-0.010505342687500377,0.06964022989200794,0.006591701899937722,-0.05585536020210275,-0.0033958542384981472,-0.0022856622936532046,0.0735828950084968,-0.10783613873556218,0.05429062513992653,-0.10099310387512381,-0.03470547884447136,0.010193170182085515,0.040368717987453194,0.03184901524286139,0.07486238402874083,-0.009609005677433223,-0.03002066575511609,-0.0019558832232477973,-0.0023291043066362865,-0.011529455456776362,-0.030320779337262738,0.015481921322736741,-0.016733882377492376,-0.011540556749621053,-0.012855318081625197,-0.009474391967849093,-0.01600675694297178,0.009057434080341327,-0.020828808269440665,0.018031284414410133,-0.0038036828777748173,0.008273479513222997,4.375160067822678e-05,-0.011984145947410424,-0.012704594302254235,-0.014285273291730871,0.01378823694992141,0.014129765525191665,0.012649625977121099,-0.008611415387914774,0.012440971591401189,0.018953374557149218,-0.023824963444739937,-0.006341422019530098,0.0062141124936672025,-0.017064834517011993,0.004066564192700298,-7.1238345553149e-05,0.0154929860062161,7.941365449812893e-05,-0.010638064247782082,0.010512946799565477,-0.00886030701172744,-0.018411060220523332,0.009235836570647563,0.011269735642253626,-0.0215508707491582,-0.006484026552670132,-0.004373959510511739,0.003093158133092063,0.022344711691293418,-0.00903944952736265,0.004974121709345629,-0.011688138862642002,0.03987403522487331,-0.024848905772592057,-0.00918084102735132,0.013058411287408169,0.0016836357052754873,-0.021621346913708563,-0.0009993249625297536,-0.004329958961246605,-0.012928684056646999,0.010600088887979902,0.01660200452527578,-0.0039540065733913,0.029198839674285607,0.009695452845986436,-0.009784128929489834,-0.004332471206731145,0.006633357709881173,0.02321008300110262,0.00472907639600387,0.008452899650684553,-0.006421268681822068,0.0037714187263091573,-0.0008706650564354361,0.0007872604939595696,-0.0015911927972325451,-0.0058117460986443015,-0.0216025027459831,0.004242894812875528,-0.0032905652656285028,0.0058056766883625415,0.0004103706117424866,-0.008370736273898519,0.012438888357647204,-0.0062374299322628295,-0.010461674950159563,-0.006891725290726945,-0.015068056335266812,0.015106578230735367,0.0006163292588955446,0.002049269234811382,0.009040132471493628,-0.018369528463344127,-0.003683149090544689,0.007108037499638009,-0.002564508064477149,0.004450469237248393,-0.014699233694568199,0.01393387041756382,0.014634106508214837,-0.002545658929912397,0.008119548808077647,0.010183736879114001,0.004524923461243575,0.010877127874382626,-6.041226683434528e-16,-0.002699691061505497,-0.0002172108440700904,0.00021151584455772682,-0.0025595174971356563,0.008407256567226254,0.003516536540600718,0.013136661010101745,0.00907667487080382,-0.007835315059520915,0.0061709067505552415,-0.0010197267081812845,-0.0027151527600455896,-0.0013363975166614383,-0.003524906862645193,0.0073886042348890665,0.001586171649427007,-0.002453607261797848,-0.0012864345832110668,0.006239319904045652,-0.00453291612275277,-0.00421424225553567,0.007143972542236617,-0.0023936245352443927,-0.004566359127469948,0.0015742911493293,-0.00200726104765842,0.008354483985527092,-0.00011504244051599217,0.0025984008989524006,0.01332047860682514,-0.0004275352027098892,-0.0050494838989841705,0.005772444238253586,0.0005286677198063953,0.0077059940520216065,-0.009253973798791794,0.0029383683746352003,-0.0032807024022547607,0.0030392843378040063,-6.761976122543057e-05,0.00045964002150054856,-0.001473791482352926,0.0019040887430368345,0.0029958013004259616,-0.004172774940368165,-0.00407809328302642,0.0022994940045650805,-8.0626522200633e-05,-0.0017956137191493427,0.002578656278377614,-0.0007913701123869965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-3,201395,-0.09169531793351532,0.44048903043417953,-0.020663855826803555,-0.01263052137522592,-0.00997690757496603,-0.07402345300378349,0.0014842225442212875,-0.21663174302221094,0.017587405124151075,-0.0039047169321000854,0.004921671785551588,0.01364682689394561,-0.01746152071629141,-0.004713041082191907,-0.027143754492891775,-0.08562154305874953,-0.16055443948573384,-0.13953285678707678,0.2140363182712768,0.14972220070029685,0.03666258599862824,0.01373159215954594,0.01718176432432598,-0.01143032953135215,0.002603699741487927,-0.009690717963759426,-0.017518198971037402,0.006048447195766934,-0.02479113813119961,0.02730176389177927,-0.006038363921972445,-0.008335512824172001,-0.015680041434359512,-0.02849173109823955,0.03180982248084724,-0.042723657699768186,0.027762181501400685,-0.021409875404637617,0.007621738420977869,-0.03201156690784757,-0.007149069400256301,-0.0033109765661586033,-0.01197643044007543,0.03744593719237787,-0.01803606646552265,-0.00612667981418317,0.033572140857478026,-0.003594445267693283,0.029083694053501377,-0.0006793442331210867,0.009238404027030809,-0.023283428673132777,0.030987984977733724,0.0019414839656069563,-0.007923594485750165,0.013351706610713172,0.014920918056194213,0.025574372392066152,0.01312946451299312,0.014755433638600202,0.008241111461924928,-0.007915927222220072,-0.016405872407526098,0.03120721163023455,0.017642176038775895,-0.010981971077223566,-0.015536784980639462,-0.033182277961641256,-0.01466490132272705,0.010695060696102848,0.01650090394722683,-0.0379151500401119,0.003244506323416305,0.018187573438766307,-0.002796046769341729,-0.012491405095419402,-0.013878781468436458,-0.013045746363381508,-0.005110419946878797,0.01142974116592676,0.016679636400073725,0.009085610817721095,0.005817904888045766,-0.0058945351754415174,-0.027902336043695054,-0.008596756749257483,0.01090945860494021,0.032188811352404194,-0.01408607054803455,-0.008283683563340374,0.014626799932700859,-0.001421723153983248,-0.00991569138759841,-0.0033033844820618908,-0.0120110705196611,-0.014320065606277832,0.010079443891196692,0.017793425491776253,-0.0100385185008023,-0.01433934314372245,0.010600173496605218,0.005833806052555393,-0.009844520405722354,0.0075392297065658,-0.012205686656433188,-0.01772681312353564,-0.028452253885805127,0.010265427627091685,-0.0014770697130518423,-0.007899481377198559,0.004563341512289242,-0.00027031552057247323,0.0008044664084523432,0.008252819360726556,0.009311495911186815,-0.004141035378450215,-0.008879939438201858,0.0010738865311924713,-0.005806155275154901,0.004863298266739525,0.010969239359697376,0.006423978772036379,-0.0017253830568830085,-0.015451723299017629,0.004872415367074089,-0.011647708846307671,0.00247263836681328,-0.003661840475831036,0.006393200502517607,-0.01014890517030506,-2.842379012198807e-16,-0.0034074844741274033,0.006542660652034446,-0.008582769954917458,-0.013466852518848169,-0.004450736610180541,-0.004957212381086491,-0.0038671992839628246,0.009224815962737321,0.004177133514422764,-0.008560391947940239,0.003838578183458013,0.002455056447369653,-0.004006319850521403,-0.006455189924334429,0.004488860411980754,-0.005349541303720311,-1.719290238890885e-05,0.0050080121417610856,0.004407555111108334,0.0004901815655952533,-0.006613136099745496,0.0022409249545588972,0.007450696940593295,0.006919002276949772,0.005263297999981772,0.003431340173773927,0.006930837895188388,0.0006664543994323484,-0.0001326065577463023,0.004583774102532771,-0.0018873535174359448,-6.46812841618282e-05,0.0021925421580892617,0.008668873803006048,0.004313574909212757,0.0023559036804340775,0.00032071040713843715,-0.0021871109322572193,-0.004242866567905715,-0.010851359164359312,0.002233558555620425,-0.0056592139565156485,-0.001322950781604652,-0.005018928041592222,0.004835600433826566,0.0020541481642111295,0.0016930328993440295,0.000364758882309883,-0.001955434459783479,0.0011034862947775048,0.0003006115773731133,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr-30,201398,0.22727247019373736,-0.09352604673366223,0.13669918393165065,0.27140364951300333,0.3014981169478248,0.15068015876780705,-0.13093376215621183,-0.027496551934215296,0.022256161168256895,-0.0740934448691287,-0.06690416508360306,0.018982546287104232,-0.029317065010746025,0.04024988768862525,-0.0018195640718536357,-0.05050762135210605,0.002264934324276982,-0.0015359991556569697,0.06900891362422142,-0.10344502559078855,0.05382159344727951,-0.08858062621780104,-0.019849014382651266,0.008103369530342425,0.023589959187679917,0.02287229369447629,0.05532579232117991,-0.00997751930405889,-0.026572094279680047,-0.0036980616716493727,0.005336549016787503,0.0007754896124427927,-0.053580869065295536,0.003308633924099133,0.010669408157579552,0.0249639461658422,-0.012028740874588639,-0.013150704107832154,0.018472223552209864,0.020256923737194843,0.001032954525938441,0.01184983691601564,-0.029695539580475654,0.0017563309358344977,0.006177365411199544,-0.02768927386267079,0.006046992094978428,0.005755893346170628,0.0018855947192726828,-0.0006636948718683897,0.00326328740191815,-0.01715825884431321,0.004805454675597095,-0.004439379981164859,-0.013846119735515649,-0.01718546563664959,-0.0012240593735755995,-0.017845637963584203,0.012217051070579405,0.018997320581027856,0.013451161979989424,0.008225685324437603,-0.0015755784654967382,0.0013765013942094752,-0.01010171298634257,0.004087670033945899,-0.004195213434709777,0.008084252745838549,-0.013803399328416847,-0.005437355005147475,-0.001360835565527452,-0.0009554913768345278,-0.0017182699141966833,0.008878800551946562,0.02580500993838921,-0.002938956904737168,-0.0069805760633387245,-0.009042580376983219,-0.015652128578441366,0.029845492438900372,-0.01843091936693338,0.010791457945013766,-0.022108696588980088,-0.009681849298017709,0.00763645498552601,-0.002025091934433051,-0.011523944256304203,-0.013842362284119315,-0.008528543518306085,0.003988645740215567,-0.0070791000173647325,-0.001315280885186746,-0.0006489564441470667,0.004134038503593685,-0.007874389288753319,-0.0003949753601354952,0.009535271539888028,-0.0022056796233772425,0.003170380817638086,-0.003523476660436751,0.0015701244270773156,-0.008341631074755175,-0.005875098437125992,0.0035424317632588753,0.005814214122119965,-0.003228424771836716,0.00019155519152621702,-0.006334573740560646,-0.004647741709109438,0.007900838047495203,-0.00043520494623733823,0.004350970258563306,0.007222884779392649,-0.0062097969653735355,0.017852478749202916,-0.0057501276945386,0.006757148676863304,0.01212124957051843,0.0032879512156298884,0.00702779064985941,-2.306155312058509e-05,-0.0036854222769412246,-0.005186725432084353,-0.001237160035808013,-0.012479957831567154,0.005069811167178498,-0.0011424531024271745,-0.021384322272579945,-0.00044185815099265474,-0.008189141295037785,6.382400350486546e-16,0.009067863844829244,-0.007796336403941384,-0.00972129886850328,0.007109238945344166,0.0016103796096033633,0.0073113500711091,-0.007781943432503447,0.014532568233795541,-0.0005833633681512507,0.010687622953715442,0.006968461952969585,0.0002985309344757916,0.002927825245775253,-0.008745570365715603,-0.0029634898337220464,0.007281259555687648,0.011837724901467553,0.004184215077507421,-0.005660316956035154,0.005706932782910325,0.005420955361342063,-0.0010469477639053525,-0.0008150084832077366,0.004104018472411983,0.014122889735510106,-0.002952493770434917,0.004475475370314386,-0.0021850837844054677,-0.0038106177028511185,0.0020703698081720105,0.006742408282901259,0.0022818813721863203,-0.00012873118070181344,0.013690063245688878,0.003879527662681225,0.0005971147464504057,0.0004873455462044583,-0.0010307356619470604,-0.0025873122576882115,0.0009193788026021287,0.0038254479302707494,-0.0019494206273740404,-0.0017916084831881612,0.002227420423103639,-0.0005286281970146724,0.0005883089378197562,-0.0019745759036195088,6.42172211680174e-05,0.002904430904574298,-0.00041253278563750315,0.00015305241683975497,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr-31-A,201399,-0.12439420701711867,-0.023351444330980884,0.5354881322017822,-0.3238525986537423,-0.1429072923658965,0.20318999031062945,-0.009196613178785881,0.025365006411614228,0.0857836513883734,-0.0033966788202750894,-0.0017283306692635364,0.0357793255512308,-0.0003176518678635465,-0.0033070705251560147,-0.0016981168929088046,0.022467642744067616,0.005644739994847865,-0.009060548381270826,0.01270690526443435,-0.010661219910440537,-0.011490600763731621,-0.004832473666211887,0.03270642937064369,-0.12129960092691403,0.02688332070835865,0.0002086000197903854,-0.002877403496459057,0.025582524804910113,0.007533462457379681,-0.006792134515480747,0.013760281702565385,0.006083211327518488,0.0018433461539740005,0.0010041039876899855,-0.01168272266947201,-0.030584620163051673,-0.0042919443278244965,-0.03230279907314694,0.012590714527834076,-0.001115472619921064,-0.004587929767550826,-0.000991556861426885,0.004894108206325592,0.008387114262224543,-0.0018480424140084727,-0.03698247610195017,-0.00047763489773636257,0.036935598253888625,-0.0061684976586719965,0.009443367893284055,5.684119274201244e-05,0.023240345564140435,0.02054525082766205,0.009685527876971417,-0.006927859156782187,-0.01302698591559407,0.008351510282678646,0.01242826402482516,0.013932567569500733,-0.010592245283780295,0.0203680272523631,-0.011080760625394075,0.00875186369639152,0.00937534605826355,0.0036279194875909323,0.015009356334153992,-0.02009892176218044,-0.012717489640472254,-0.00839756881411572,0.007633395184935524,0.009035965277521051,-0.011523475207750846,-0.011469212440887252,-0.0013373143799624162,-0.006831094885073723,-0.004080838810046923,0.005535661359104463,-0.004169301280537477,0.01494304948533371,-0.007194488837551139,-0.017134837992835238,-0.004662426930101666,0.025543425876149852,-0.005363632675637837,0.006333083409735324,0.010331940369463314,-0.00931836548769356,-0.0026365052193925436,0.003477497687740269,0.012765238823547609,-0.005707477822352018,-0.00941276569985717,-0.0016345542084965818,-0.010076731617766909,-0.003485018821931408,-0.0006457035753128,0.012432036813960368,0.006228382790452791,-0.0027140690568079463,0.004252369182038092,-0.003946139019235201,0.008971199174486272,-0.0012640666091492214,-0.0023965033320431464,-0.004811450057924462,0.0020286278311055445,-0.0011882958944944998,-0.004582789421527726,0.00314704389845283,-0.0021595154005089527,-0.005012698481289972,-0.0006372605179904113,-0.0031508371441215785,-0.0025101107599740566,-0.004663484786837234,-0.007820552871070682,0.0035127004877640966,-0.0011109529888864776,-0.0011426330957200737,-0.0012181070657320125,-0.003989104106371147,-0.004237656566733009,-0.010012905513555345,-0.008487727541547878,-0.008286452781886966,-0.009828417698495021,-0.004959759063748597,0.0008474969541515817,-0.0011984669561058401,-0.00524952678263906,6.270671651236571e-16,0.002188683674197062,0.008970069341080602,-0.006653387472574233,-0.013443939051475891,-0.01679130069397334,0.008850711509867869,0.0030208222779898905,0.0046546985894388325,0.0035764530143066807,-0.008353095913191343,-0.0036302484117970183,-0.011060819833737353,-0.011723829398765649,0.0032728871421663364,-0.0016157698612732697,0.0027159742763277275,0.005120818805831067,0.006362077442937406,-0.0038239208430405356,-0.0009552333011333025,-0.00075707750833529,-0.0016624359358381146,-0.007228605307006325,-0.006075277633358564,-0.005417154351388498,-0.011949511427850062,-0.014244543217295604,-0.0005405230968250204,0.0011339993463426164,-0.003300644410438822,-0.011946300248457688,-0.014635941364634393,0.007481990555898439,0.011109620018049554,0.01539532259201798,0.013820069724224945,-0.00789027144009634,-0.009918784247164993,0.0038344255437503367,0.004610103633896062,-0.012336528826175834,0.006146936325134648,0.0003905638719050552,-0.0006957892235071987,-0.005087291245745292,-0.0020442971565045316,0.005450896963798133,0.0021188590210528446,0.0030812219288562236,-0.0010868695860045575,0.0006522908593182687,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr-31-B,201400,0.2846254254019745,-0.14107364669476277,-0.03965331928191174,0.10330367770125681,-0.28226269035155976,-0.06514316570679524,0.04742471524492449,0.002828211752202041,0.0035287522944224673,-0.027255638834801952,-0.023666744311031968,-0.00044545328220199897,0.00829461770450528,0.019552562076313958,0.009834421110821348,-0.031323506984874426,-0.004040651447168564,-0.012322791775131065,0.0204398937354646,-0.06642971986880046,0.004631753078580638,0.06003300367620868,0.01965330479370276,0.008080555435889767,-0.004618111275185601,0.27911407987126624,-0.08310792190420185,0.037355120685391076,-0.012247439120253854,0.014562221541568788,0.003513474994688244,0.010195478804674057,-0.007189237860377028,0.017072682532654482,-0.010693434246767879,-0.005293086247643937,0.04910025404532617,0.023084382291873904,0.03544933951360383,-0.00285410294774952,0.027680271391205366,-0.027335168373572315,0.0072594572321249525,0.016534657125109577,0.005759387156184117,0.011276040188768757,0.009336329112291618,0.019943319124396508,-0.012774303249568589,0.03216604941211197,-0.011051720459221709,-0.002791659195284006,-0.00850717249530434,-0.015445847187116855,0.01689209404658859,0.00011846086224614157,0.011238500102233113,0.009697822908324842,0.008962111485532732,-0.007015584169934038,-0.0028932135366173126,-0.016043266187026173,0.010325345092355722,0.004150195563700694,0.00906854086025943,-0.006264265029471263,-0.004894732360131538,0.01274701644952605,0.017102480479170182,-0.0041876447151290705,-0.0009355633727593169,0.027271469500490815,-0.0029275042200918064,-0.012349843622131288,-0.012600512880932356,-0.008335773689387975,-0.0409151199841512,-0.027993398826156528,-0.015687772671715863,0.0033136653434825917,-0.0035282804115358392,0.01868098719258927,-0.007302169183749444,-0.018834340791151982,0.00865370081178017,0.0036569160375555937,-0.010424066474834062,0.004656416509247802,0.024829695971061504,-0.0011580716064377283,0.010580831235610199,0.028535400865076364,0.00017239812397019645,0.012297118139996467,-0.005366457472969508,0.013170824665588646,-0.001577430196957286,0.005448876721760575,-0.006186897297786839,-0.02070336561099573,0.02599921137010841,0.01267411334195795,0.027803668614438996,-0.021379157869107077,-0.0032898256636926266,0.00022115608132196663,-0.016764033545606887,-0.008912216073947552,0.003533807398444337,0.019779469518215135,0.0028124342542010087,-0.008886496906427057,-0.015493560699560694,-0.0032265032729019406,-0.00842734205881885,0.0030482304401265744,-0.015693481610321417,0.0024819501642832985,-0.015975169195688737,-0.0043531910860579994,0.004587868110631892,0.0008633315576459292,0.0012088997303266423,-0.0009651788988606531,-0.00448606324769724,0.0009997049602125958,-0.008311094920094346,0.0036514167833321363,-0.013234253852224213,0.009180017356379655,-1.0289051885041423e-15,-0.006969698963251602,0.012336313553764812,-0.0004141288855427537,-0.0005165290682421492,0.0262534661613659,0.005909950517299715,0.0067432881114676746,-0.0017629662581418928,-0.007325500432078893,-0.014406949459247054,0.010683289083023975,-0.0019778453235716215,-0.005642317827645499,-0.004823693040385364,0.003772150526253693,0.0030913810719869167,0.005548487852605735,0.012356463333422269,0.0026091993037652933,-0.0036219827563978724,0.006181071422449486,-0.0015768037724367629,0.009855176115704965,0.0089198955345045,0.006729534270205088,-0.006392708850303671,0.009432672774993676,0.003485669518920772,0.009179187923321772,-0.004741645727476586,0.004834183398179093,0.0014039187258797728,-0.005229006873843599,-0.00902662941267469,0.002942390811918957,-0.003872007000611055,-0.023150525703188127,0.0024939453829482816,-0.0004809928121935108,-0.006344633713451258,-0.0047884862903920435,0.005229471244898475,-0.003908043904582302,0.002150229879486142,-0.0014049541542054363,-0.004480333976314847,0.0015076053674113205,-0.001914112581972278,-0.0009537868127224652,-0.0023195778479363632,0.0003900560449217564,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr-32,201401,-0.15868813703946322,-0.034859257280260535,0.5437053320484058,-0.3315286178258267,-0.1511234391350736,0.20089757943371964,-0.02528914355305022,0.02343331033872221,0.06327719854295473,-0.002459528518852306,-0.008494419818236525,0.02911546780638669,-0.017255966185888906,-0.004789126131588336,-0.007818772841449974,-0.033238946162623635,0.005817006818869405,0.003591826975798038,0.004747162282040618,-0.00880745075757242,-0.038655791756428394,-0.009620483055837655,0.009988841346561394,-0.15438918964075798,0.013713320263179025,0.006994583248916891,0.004398906090004931,0.00028358327307823256,0.011860561117381685,-0.008273807537601038,0.0038402370412795907,0.008850775371725315,0.002642058035651808,0.002731794246786033,-0.0077505064121403695,-0.014929005758124026,-0.0028259377502291194,-0.005289956832576761,0.009085351807575167,-0.006587901690526665,-0.009974666113598835,0.0013918291290175898,-0.004136242055258926,0.008356666567626366,-0.0020152323798184723,-0.03043437734402827,-0.02627698758247544,0.030044389319038682,-0.03593330032460046,0.00735509980299757,0.0003417566060380501,0.02737973438627173,0.0041234819909121935,0.006514041076326988,-0.00022120094021144625,-0.016408780109492066,-0.0016619620393851526,-0.006017887680946249,0.010970828963718838,-0.014313113401638173,0.013140279949388343,-0.009633627770471463,0.015675135834364858,0.003505728461615028,0.0003490467681942688,0.013663683869928141,-0.017361888107996683,-0.0021488017426293895,-0.007570169275758156,0.0030978901381201094,0.005198041753701054,-0.016047342043988097,0.0008764778648116648,-0.010060965051309998,-0.002531569138840734,-0.0051896918028306715,0.0014364100674071475,0.002352538582584017,0.0416663324126407,-0.027017446026414035,-0.036818352902125755,-0.009506726890128495,0.05058270652080106,-0.08200020448269361,-0.013508757830788589,0.002068462535335228,-0.004052979925288709,-0.008519843278813732,-0.025204872499540194,0.005681095035383003,-0.04098062760799368,-0.007264574108500678,-0.0030845809115288164,-0.0005368308937540324,-0.004513711919582344,-0.003139053489370632,-0.011734911786011224,0.008048362165422273,-0.012483688329999775,0.0031125886132315063,0.006899787916174961,0.0014613986678705753,0.004533898399251883,0.00016081450379852217,-0.0027273418486949167,0.003970589142683382,0.004730306585520579,0.003552614319110179,0.002937756967263136,-0.002805966538120977,-0.002633432392669346,-0.0009959694656759323,-0.004680327272498633,-0.003735681486465061,-0.007180908976075621,0.001441179044221544,-0.0012690187042160817,0.0035220832514742855,0.005093053389588815,-0.0031497192587957076,0.0073594808355311086,-0.004550112591658923,-0.0007551764371767586,0.005802408149457677,0.002768559864171654,0.006892856515394144,0.004441682576362365,-0.003953532404324325,7.859592173281514e-05,0.00541381777264607,-2.9816388853484956e-16,0.001975229801068911,-0.003974026115914002,0.006918382012670599,0.01177091155826549,0.01190426351561977,-0.015842887902302615,-0.0031999342307326775,-0.005368226102072927,0.0037458996550158853,0.0052659645156767415,0.016060818449924703,0.009259479075979304,0.007164792487080831,-0.002537999239898049,-4.936010003841966e-05,0.002939143926110105,-0.0012590327957994448,-0.004294288687072969,0.0045469130497121,0.003345499081368507,0.013288764091904772,0.005419314289556025,-0.006493479675884796,-0.004013061644865684,-0.004486265945938101,0.016386253192844123,0.016322110911233624,0.0028121153885555337,0.009678424395954382,-0.004016856009064379,0.005830278741960286,0.0041341287171186,0.008679629672420464,0.008857107683716546,0.004512499961039527,0.004895481253554191,-0.001225682362230079,0.0023577655612574662,0.0006474605034433639,-0.00010467606540536083,-0.0038050328804563505,-0.000706046671911192,0.006267527614899605,-0.0006608253374479968,-0.003091341297125939,0.00100118065421339,0.00042803170287174415,-0.0005469178640116836,0.0020880627756002207,-0.00154167525100344,0.00021726663317562402,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
