W2030	26.324878	-80.066419	0	618.181635
Y1263	25.083481	-80.372711	0	4704.198247
Y1265	25.068453	-80.371127	0	3617.008489
Y1258	25.135631	-80.316878	0	3771.117886
Y2011	27.105068	-80.124087	0	44481.215025
Y2010	27.109763	-80.133584	0	45223.285759
Y2008	27.113233	-80.12723	0	45434.806885
Y2007	27.120036	-80.135139	0	46362.458186
Y1006	27.1106	-80.124439	0	45084.191635
Y2006	27.129984	-80.135196	0	47429.450162
Y1262	25.111057	-80.340493	0	4071.189096
Y2005	27.13357	-80.134459	0	47795.655165
Y1004	27.144873	-80.1374	0	49081.226377
Y1003	27.148602	-80.1396	0	49535.845791
Y2004	27.13446	-80.132434	0	47841.513743
Y2003	27.136435	-80.139829	0	48237.988839
Y2002	27.151198	-80.13836	0	49783.747908
Y1277	25.016002	-80.37342	0	49.103839
Y1281	25.008738	-80.378629	0	206.049907
Y1278	25.013818	-80.372618	0	184.472824
Y1005	27.12553	-80.133093	0	46899.275099
Y3000	24.48034	-81.71322	0	435.503412
Y1389	24.50935	-81.721066	0	3740.408117
Y1393	24.502674	-81.672853	0	1891.261302
Y1391	24.509197	-81.665831	0	2404.41595
Y1382	24.522596	-81.649312	0	3487.624152
Y1390	24.50932	-81.71858	0	3689.796879
Y1376	24.536583	-81.615829	0	4269.917044
Y1380	24.52749	-81.630593	0	3791.362216
Y2012	27.030213	-80.065694	0	35203.833416
Y1377	24.531634	-81.611362	0	3610.913308
Y1012	27.012623	-80.067855	0	33310.011453
Y2013	27.010372	-80.068882	0	33080.325014
Y1013	27.008112	-80.068396	0	32825.392358
Y1370	24.548307	-81.583543	0	4677.295354
Y1400	24.481956	-81.739062	0	1077.857327
Y1388	24.509459	-81.724273	0	3797.851261
Y1392	24.506675	-81.739556	0	3749.465745
Y1395	24.496586	-81.732703	0	2533.836879
Y1407	24.478548	-81.727382	0	472.948324
Y1363	24.555886	-81.360155	0	100.341282
Y1352	24.573832	-81.320789	0	718.215727
Y1345	24.59544	-81.212753	0	210.270263
Y1335	24.631599	-81.239459	0	4352.616083
Y1344	24.59954	-81.21639	0	316.480686
Y1381	24.523305	-81.646156	0	3505.157789
Y1364	24.555795	-81.561932	0	4624.687532
Y1357	24.563889	-81.551934	0	5278.149941
Y1379	24.531115	-81.48546	0	144.764091
Y1372	24.547907	-81.532872	0	3247.662743
Y1375	24.539015	-81.57583	0	3447.034461
Y1397	24.487009	-81.837751	0	3203.307066
Y1401	24.48189	-81.817371	0	2396.339173
Y1403	24.480873	-81.776784	0	1740.979875
Y1417	24.468747	-81.863873	0	1790.872601
Y1396	24.488597	-81.8855	0	4586.074582
Y1421	24.462467	-81.853037	0	882.748296
Y1419	24.46493	-81.876164	0	1804.834244
