sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58
CR-14,201407,-0.41909280611920996,-0.15705715467006837,-0.03607522688613398,-0.0550644402821949,0.048613424617109824,0.09671905720394484,-0.03185579226628551,-0.0040970059206863595,0.020943190941471485,0.004474857464832549,0.04574587304731193,-0.015934584361269304,0.010561270273865674,0.019107503274960393,0.008616301587030273,-0.0177077694295146,0.009336260424488554,-0.023565467617442167,-0.0062014044723772395,-0.001016163019821522,-0.0012392692272248118,0.003725564785574978,-0.011323038018093106,-0.008582892417101454,0.005884645406470793,-0.0019852645600180554,0.02324650050864515,0.015656924307317605,-0.00826933408642288,0.000759013518794299,-0.015008501298445798,0.0017508581003970612,0.0020644541929556665,-0.00038724526495464794,-0.009242857626567583,-0.0044708931515864605,-0.0024090171708178853,0.0017461926782325692,0.028402484590906787,0.019530364476171375,0.008985532844790357,0.0008048457403235457,-0.0034814175127106588,0.011124927209564577,-0.0036454248984207653,-0.00026714177969861035,0.0013688119608869914,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-15,201408,-0.41779816333740255,-0.15685980221638857,-0.0380012286571849,-0.052236184843385575,0.04486731145568621,0.08485381409257849,-0.031598232044517754,-0.00333972048642082,0.020886719910806973,0.003931046731007192,0.04624165961428064,-0.02471445324689069,0.008637550905001954,0.005587648673618379,0.00869402723452914,-0.02282938786879462,0.007430802151750909,-0.00997941060397948,0.0009923295544150106,-0.0022803373017851094,0.0016567746085965017,0.0008330233573842177,0.011320989956070029,-0.023438145425487264,-0.007466462511338261,0.004648639754387048,-0.01664195235203514,-0.0009400132086997127,-0.0025356173404188272,-0.0010053128834799359,-0.03547600745406456,0.009224039193455299,0.005672769123482744,-0.0020950977222698843,-0.05211575031315534,-0.020534631820228726,0.007926389900353254,0.0037912728679809836,0.005151919182914402,0.008620886381622658,0.012852394054644962,-0.0018086431724211036,0.010687061525867037,-0.018168634335441382,0.002720140880235868,0.0008169246680126568,-0.0003004084570905867,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-8,201412,-0.4113645479333834,-0.15531148825911284,-0.04281978878058999,-0.055835701133315416,0.05454121193714791,0.12177987268186215,-0.04170083561189061,-0.004741256684029478,0.020491412889791394,0.001971350923381058,0.025524213699108376,-0.02727450128027878,-0.0011476257795258245,0.04607822755456955,0.00044236345212713194,-0.07032275007305998,8.323450114642877e-05,-0.0062501284964702605,0.010730554393369361,0.012817110360337617,-0.0016821585065762484,-0.006449745526128147,-0.00011597291012740902,0.032265399947604606,0.011861077454228082,-0.006047878523022667,0.028397212751343676,0.00821413308609566,-0.0016834021649654873,1.5645211000178992e-05,-0.01175822594674539,0.0020553888491488034,0.0015324071440544049,-0.0006960456949201635,-0.0073648712512202905,-0.007205885509717932,-0.017457045788763854,1.0681118916938062e-05,-0.010050010867412184,-0.0072878507657292806,-0.0028440151723934087,-0.0015047665385977795,0.009615150214396594,0.00998789816084771,-0.00599635496227206,0.0008936755566787962,0.001049530910314056,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-9,201413,-0.3954771865105414,-0.14322750776900614,-0.034066242477432104,0.0030969971905326146,-0.04084015306184156,-0.17907528879016488,0.02895125165114931,0.018257566040590697,-0.019983957422404046,-0.012342861442335127,-0.09765757888070573,-0.010572789328935819,0.025181457305949187,0.04908563225903509,-0.036738084354834444,0.01258182877745723,0.0026988700768946616,0.038650325139582206,0.019607000930255192,-0.005281055076071618,-0.006337143052481842,0.00517358834614952,0.014596298196416847,-0.012734219986834253,0.0007539516534842409,-0.0006911007581322218,-0.0011945177694999913,-0.0011860827543391406,-0.0008704039528946305,-0.006520243926324289,-0.03773464898893129,0.004726008740997474,0.0045586544561827,0.0010594825869190715,-0.03295752825521094,0.008284424851349946,-0.05610088177456022,-0.0031638999699267136,-0.009212225576706368,-0.011313401654454762,-0.01374743576689944,0.0010451370803092708,-0.00824847706598298,-0.0001414229940420477,0.0024188319397870865,-0.000525396850789886,-0.000925671398296948,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-10,201414,-0.37804654952359507,-0.13397302821358958,-0.024822583844730482,-0.02727391889841352,0.018438431111154063,0.018370315458048604,-0.006099268707270446,0.00020417419909859585,-0.0040205148719068265,-0.0022828603287912467,-0.020943030416836806,0.005655421304365927,-0.006052505982743332,-0.030427277349375524,-0.02216246410849623,0.09047437537293358,-0.02943362172383348,0.11714726424220674,0.0008679794581561316,-0.02872880015474809,-0.05822275228142149,0.0850736929082918,-0.21916985261202804,-0.04312232449554791,0.003980239457910023,0.0013756555197528893,0.026252856554356382,0.01623018511415897,-0.005022956916941808,0.0007226153498182892,0.006303547621309055,-0.003093651649174186,-2.836831885094682e-06,0.0002747681780482814,-0.0019288794689685518,-0.00028050058207846625,0.007707016950374507,-0.000681468751862678,-0.00624357283762719,-0.002711180955556108,0.000922673349991834,7.26766252618362e-05,0.001336092895056899,-0.0002185903649776712,0.0004537770299104104,-0.00013177848689287995,-0.00034253799763142145,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-17,201418,-0.41619955825393734,-0.15794037794135063,-0.04511432143901339,-0.053143656504370626,0.04863974733735397,0.10037629391189515,-0.041128502110008285,-0.0037221011128180347,0.023331308231404817,0.0027076732336319843,0.04217215841274405,-0.040418352625092795,0.004139175277483599,0.03766479435634355,-0.007406400553750848,-0.054882524111393945,0.003234749085784304,-0.004078705354582046,0.011312149614626435,0.00760000475164116,0.0002563206596084349,-0.0029656366029998066,0.0016377783806807427,0.01387926120432998,0.004944757622494473,-0.0022255370670500527,0.013857196006701317,0.00455096520459678,0.0003390260869141874,0.0014394341426054993,0.018293005627933373,-0.0033461352504274276,-0.002036554348248933,-0.00013515975566057544,0.012846463630487468,-0.0010433549674236822,0.007969966708102466,0.0007381750783485953,0.0004387192605114675,-0.006106994396431713,-0.012335849200021622,0.001385082028216308,-0.014641024727811393,0.0003040049905611866,0.007136346012166539,-0.0025297770975020316,-0.0068424566165666565,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-26,201419,0.1295301833870699,0.19322354324220026,-0.1940772831376166,0.5297854199997921,0.408952149287763,0.017510690108611258,0.1131344562027698,0.13973481388003414,-0.010628967400208897,-0.009361343416077708,-0.0052470182874900856,0.023186924119542106,0.0018433971754365543,-0.016175613273444224,-0.011099101548313405,0.008008336715328199,-0.006463925108292167,-0.003656035636990197,0.018233817873791983,-0.007763010570406129,0.0008889206448877829,0.007116290615695615,0.009526780109355893,0.02238668256440276,-0.13598993486874073,0.017812363836276403,0.044360057717431935,0.004256480741824878,-0.0027236994602952607,0.001728845224068845,0.002248972983083822,0.0018477695556180286,0.0011625937835285226,-5.3275782911992866e-05,-0.0011623281900539288,-0.0020096479938724607,0.0008662480840689502,0.00022727590544855466,-6.993285704226454e-05,-0.00027261983487730936,-0.0005635666542501531,2.5612694306771793e-05,1.2288705606112083e-05,7.792660432540019e-05,-3.6393064243442504e-05,-6.129309683617022e-05,-0.00010028101175089,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-18,201422,-0.41319437600461617,-0.15567818053398735,-0.04319848383968076,-0.04584308065898061,0.037492623003085424,0.06490355277623173,-0.03380697911376869,-0.002048882044048493,0.02114629189270053,0.0026971523131341427,0.048222453167724,-0.04469891756765073,0.006523802738113099,0.00549554654746659,-0.008613777438388887,-0.026186561356158464,0.0021387075464779654,0.016407183081998414,0.01480473666108838,-0.0017790879113598523,0.001992563665364026,0.0012087450111289322,0.020998815678124873,-0.028988678046571743,-0.02564135032045477,0.013023137848911372,-0.06927233362432222,-0.03031254912804782,0.015121482453900674,-0.0004200425050075409,0.07163956702037134,-0.014902151736488848,-0.007353397467807522,0.00768335726266004,-0.032501050556233785,0.037196610538424574,0.002022947135070916,-0.0035796714204524233,-0.010610881906041626,0.0013788878986394641,0.012354202597033927,-0.0013601517605976022,0.004777890260090115,0.005236317876693398,0.001966333150757623,-0.0008501929371161567,-0.0017915692490942312,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-20,201424,-0.37974680747067235,-0.13384435469756736,-0.03154746329985258,0.021403085503510697,-0.062341819550101915,-0.23450553274391034,0.038302034650973364,0.020815433596935808,-0.019282930169565275,-0.012432971918220874,-0.09557430263463014,-0.01758162452244076,0.02976584748933714,0.05410751184229437,-0.036479589368361966,0.006115999106602914,0.013152337998563381,0.02130186902273647,0.01900962115328059,-0.010584202545875268,0.001213340304869024,0.004180508257277919,0.04395624644454866,-0.04762624762774873,0.0010904444615874392,0.0008731019641418331,0.010701537114297388,0.01620793346381379,-0.004343487979623754,0.00353075028749055,0.008770232670357295,-0.0007145722753459535,-0.0024587091335912,-0.0005401929747142955,-0.001069905376449602,-0.012887428473188668,0.010412507973540151,0.001645593768376609,0.020899376148602176,0.002824519746923881,-0.019252573460095596,0.002095229795449346,0.007783225265783072,0.003060810769187069,0.0017010659915691823,-0.0029792054131563108,-0.005034437574021352,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-23,201427,-0.4118649033900762,-0.1555558149518258,-0.04302692013332994,-0.055382809786075675,0.053688327068313446,0.11905340151494678,-0.04161995322022036,-0.004647092704750949,0.02092233775493824,0.0021313578112575186,0.028231987490108884,-0.0287796776704035,-0.0005099443609794498,0.04456087055696842,0.00027949511343065944,-0.06964950660730007,0.00044095977653760943,-0.006817997445927848,0.010903948963774345,0.012801225934276787,-0.0009088783634773249,-0.007423408071575059,0.0028502352106606873,0.03253200912457199,0.01205479079302454,-0.006238340381496104,0.029088210403055422,0.008464093980723498,-0.0016428085626218661,0.0006955631303203789,-0.006104627889248711,0.0009549696179346926,0.0004418888778230097,-0.0004322704157082442,0.0009273737836172057,-0.004117641249075427,-0.0047800828927899355,1.6065383300280482e-05,-0.006157029688978865,-0.0016122550420528885,0.004004411814842149,-0.0016479747367304605,0.015191801158661093,0.00977780505545204,-0.004355843722235825,0.0010233661602170258,0.001606891252154523,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
