Site,Subregion,Longitude,Latitude,date,dhw
O1181,Upper Keys,-80.21873,25.29507,2015-12-01,0.15
O1181,Upper Keys,-80.21873,25.29507,2015-12-02,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-03,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-04,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-05,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-06,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-07,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-08,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-09,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-10,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-11,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-12,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-13,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-14,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-15,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-16,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-17,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-18,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-19,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-20,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-21,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-22,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-23,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-24,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-25,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-26,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-27,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-28,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-29,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-30,0
O1181,Upper Keys,-80.21873,25.29507,2015-12-31,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-01,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-02,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-03,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-04,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-05,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-06,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-07,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-08,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-09,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-10,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-11,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-12,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-13,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-14,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-15,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-16,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-17,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-18,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-19,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-20,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-21,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-22,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-23,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-24,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-25,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-26,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-27,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-28,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-29,0
O3040,Broward-Miami,-80.10495,25.80391,2015-06-30,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-01,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-02,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-03,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-04,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-05,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-06,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-07,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-08,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-09,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-10,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-11,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-12,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-13,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-14,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-15,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-16,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-17,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-18,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-19,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-20,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-21,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-22,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-23,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-24,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-25,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-26,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-27,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-28,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-29,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-30,0
O3040,Broward-Miami,-80.10495,25.80391,2015-07-31,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-01,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-02,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-03,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-04,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-05,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-06,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-07,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-08,0
O3040,Broward-Miami,-80.10495,25.80391,2015-08-09,0.14
O3040,Broward-Miami,-80.10495,25.80391,2015-08-10,0.14
O3040,Broward-Miami,-80.10495,25.80391,2015-08-11,0.3
O3040,Broward-Miami,-80.10495,25.80391,2015-08-12,0.3
O3040,Broward-Miami,-80.10495,25.80391,2015-08-13,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-14,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-15,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-16,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-17,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-18,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-19,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-20,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-21,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-22,0.45
O3040,Broward-Miami,-80.10495,25.80391,2015-08-23,0.6
O3040,Broward-Miami,-80.10495,25.80391,2015-08-24,0.77
O3040,Broward-Miami,-80.10495,25.80391,2015-08-25,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-26,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-27,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-28,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-29,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-30,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-08-31,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-09-01,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-09-02,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-09-03,0.92
O3040,Broward-Miami,-80.10495,25.80391,2015-09-04,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-05,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-06,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-07,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-08,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-09,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-10,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-11,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-12,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-13,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-14,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-15,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-16,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-17,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-18,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-19,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-20,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-21,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-22,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-23,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-24,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-25,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-26,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-27,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-28,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-29,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-09-30,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-01,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-02,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-03,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-04,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-05,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-06,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-07,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-08,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-09,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-10,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-11,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-12,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-13,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-14,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-15,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-16,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-17,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-18,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-19,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-20,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-21,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-22,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-23,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-24,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-25,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-26,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-27,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-28,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-29,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-30,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-10-31,1.07
O3040,Broward-Miami,-80.10495,25.80391,2015-11-01,0.93
O3040,Broward-Miami,-80.10495,25.80391,2015-11-02,0.93
O3040,Broward-Miami,-80.10495,25.80391,2015-11-03,0.77
O3040,Broward-Miami,-80.10495,25.80391,2015-11-04,0.77
O3040,Broward-Miami,-80.10495,25.80391,2015-11-05,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-06,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-07,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-08,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-09,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-10,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-11,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-12,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-13,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-14,0.63
O3040,Broward-Miami,-80.10495,25.80391,2015-11-15,0.47000000000000003
O3040,Broward-Miami,-80.10495,25.80391,2015-11-16,0.31
O3040,Broward-Miami,-80.10495,25.80391,2015-11-17,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-18,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-19,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-20,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-21,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-22,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-23,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-24,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-25,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-26,0.15
O3040,Broward-Miami,-80.10495,25.80391,2015-11-27,0
O3040,Broward-Miami,-80.10495,25.80391,2015-11-28,0
O3040,Broward-Miami,-80.10495,25.80391,2015-11-29,0
O3040,Broward-Miami,-80.10495,25.80391,2015-11-30,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-01,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-02,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-03,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-04,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-05,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-06,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-07,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-08,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-09,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-10,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-11,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-12,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-13,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-14,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-15,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-16,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-17,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-18,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-19,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-20,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-21,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-22,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-23,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-24,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-25,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-26,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-27,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-28,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-29,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-30,0
O3040,Broward-Miami,-80.10495,25.80391,2015-12-31,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-01,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-02,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-03,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-04,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-05,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-06,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-07,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-08,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-09,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-10,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-11,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-12,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-13,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-14,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-15,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-16,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-17,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-18,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-19,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-20,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-21,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-22,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-23,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-24,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-25,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-26,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-27,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-28,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-29,0
O3094,Upper Keys,-80.21539,25.30337,2015-06-30,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-01,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-02,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-03,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-04,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-05,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-06,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-07,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-08,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-09,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-10,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-11,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-12,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-13,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-14,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-15,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-16,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-17,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-18,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-19,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-20,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-21,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-22,0
O3094,Upper Keys,-80.21539,25.30337,2015-07-23,0.16
O3094,Upper Keys,-80.21539,25.30337,2015-07-24,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-25,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-26,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-27,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-28,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-29,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-30,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-07-31,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-01,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-02,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-03,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-04,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-05,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-06,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-07,0.31
O3094,Upper Keys,-80.21539,25.30337,2015-08-08,0.45
O3094,Upper Keys,-80.21539,25.30337,2015-08-09,0.62
O3094,Upper Keys,-80.21539,25.30337,2015-08-10,0.81
O3094,Upper Keys,-80.21539,25.30337,2015-08-11,1.03
O3094,Upper Keys,-80.21539,25.30337,2015-08-12,1.24
O3094,Upper Keys,-80.21539,25.30337,2015-08-13,1.44
O3094,Upper Keys,-80.21539,25.30337,2015-08-14,1.6500000000000001
O3094,Upper Keys,-80.21539,25.30337,2015-08-15,1.87
O3094,Upper Keys,-80.21539,25.30337,2015-08-16,2.0100000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-08-17,2.0100000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-08-18,2.0100000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-08-19,2.0100000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-08-20,2.0100000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-08-21,2.18
O3094,Upper Keys,-80.21539,25.30337,2015-08-22,2.36
O3094,Upper Keys,-80.21539,25.30337,2015-08-23,2.56
O3094,Upper Keys,-80.21539,25.30337,2015-08-24,2.75
O3094,Upper Keys,-80.21539,25.30337,2015-08-25,2.92
O3094,Upper Keys,-80.21539,25.30337,2015-08-26,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-08-27,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-08-28,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-08-29,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-08-30,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-08-31,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-09-01,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-09-02,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-09-03,3.08
O3094,Upper Keys,-80.21539,25.30337,2015-09-04,3.22
O3094,Upper Keys,-80.21539,25.30337,2015-09-05,3.39
O3094,Upper Keys,-80.21539,25.30337,2015-09-06,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-09-07,3.69
O3094,Upper Keys,-80.21539,25.30337,2015-09-08,3.69
O3094,Upper Keys,-80.21539,25.30337,2015-09-09,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-10,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-11,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-12,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-13,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-14,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-15,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-16,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-17,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-18,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-19,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-20,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-21,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-22,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-23,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-24,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-25,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-26,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-27,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-28,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-29,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-09-30,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-01,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-02,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-03,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-04,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-05,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-06,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-07,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-08,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-09,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-10,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-11,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-12,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-13,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-14,3.84
O3094,Upper Keys,-80.21539,25.30337,2015-10-15,3.68
O3094,Upper Keys,-80.21539,25.30337,2015-10-16,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-17,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-18,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-19,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-20,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-21,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-22,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-23,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-24,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-25,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-26,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-27,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-28,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-29,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-30,3.5300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-10-31,3.38
O3094,Upper Keys,-80.21539,25.30337,2015-11-01,3.21
O3094,Upper Keys,-80.21539,25.30337,2015-11-02,3.0300000000000002
O3094,Upper Keys,-80.21539,25.30337,2015-11-03,2.81
O3094,Upper Keys,-80.21539,25.30337,2015-11-04,2.6
O3094,Upper Keys,-80.21539,25.30337,2015-11-05,2.4
O3094,Upper Keys,-80.21539,25.30337,2015-11-06,2.19
O3094,Upper Keys,-80.21539,25.30337,2015-11-07,1.97
O3094,Upper Keys,-80.21539,25.30337,2015-11-08,1.82
O3094,Upper Keys,-80.21539,25.30337,2015-11-09,1.82
O3094,Upper Keys,-80.21539,25.30337,2015-11-10,1.82
O3094,Upper Keys,-80.21539,25.30337,2015-11-11,1.82
O3094,Upper Keys,-80.21539,25.30337,2015-11-12,1.82
O3094,Upper Keys,-80.21539,25.30337,2015-11-13,1.6600000000000001
O3094,Upper Keys,-80.21539,25.30337,2015-11-14,1.48
O3094,Upper Keys,-80.21539,25.30337,2015-11-15,1.28
O3094,Upper Keys,-80.21539,25.30337,2015-11-16,1.09
O3094,Upper Keys,-80.21539,25.30337,2015-11-17,0.92
O3094,Upper Keys,-80.21539,25.30337,2015-11-18,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-19,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-20,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-21,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-22,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-23,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-24,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-25,0.76
O3094,Upper Keys,-80.21539,25.30337,2015-11-26,0.76
