"Species","contrast","estimate_discrete","pct_discrete","estimate_smooth","pct_smooth"
"AAGA","2023 - 2014",0.261074684802014,29.8324626930582,0.487443366263425,62.8148315411615
"ACER","2023 - 2014",NA,NA,-0.0185869555475257,-1.84152833558069
"AGAR","2023 - 2014",0.0118032900207283,1.18732237268051,-0.153075817010282,-14.1935336552251
"CNAT","2023 - 2014",-0.714822687334253,-51.0721140555763,-0.849032055455693,-57.2171153809039
"DLAB","2023 - 2014",-0.254300841598051,-22.4541523216115,-0.295570227361836,-25.5892843794355
"DSTO","2023 - 2014",-0.881261723015927,-58.5740099447727,-0.844145322664752,-57.0075351916202
"EFAS","2023 - 2014",-0.0646521925723275,-6.26065609135034,-0.116674888362895,-11.01255453195
"MAUR","2023 - 2014",NA,NA,0.318058048634521,37.4456044208468
"MCAV","2023 - 2014",0.150884342119773,16.2862156131891,0.0125225523197699,1.26012877911699
"MDEC","2023 - 2014",-0.428534938318103,-34.8537170858996,-0.262374687693762,-23.0777248593807
"MMEA","2023 - 2014",-1.40644917277385,-75.4988265281408,-1.19954787316435,-69.866957931235
"MYCE","2023 - 2014",NA,NA,-0.61579701846241,-45.9789833793454
"OCUL","2023 - 2014",NA,NA,-0.960666082352996,-61.7362067299959
"ORBI","2023 - 2014",0.741053069675942,109.814384318532,0.350053910512661,41.9144053314489
"PAST","2023 - 2014",0.440779369109907,55.3917822246473,0.525250454025986,69.0882283626749
"PBRA","2023 - 2014",NA,NA,-0.220752296490026,-19.8084707076584
"PCLI","2023 - 2014",-0.559900393921017,-42.8734037422373,-0.720809662811344,-51.3641689736906
"PDIV","2023 - 2014",0.409331183915268,50.5810338077354,0.369172812382898,44.6537561679184
"PFUR","2023 - 2014",1.10527108949436,202.004305979187,0.99097906643354,169.387065997675
"PORI","2023 - 2014",NA,NA,0.556976849067288,74.5387945122731
"PPOR","2023 - 2014",-0.0395944434520857,-3.88208273753227,0.205278739558945,22.7867272449545
"PSEU","2023 - 2014",NA,NA,0.686550127612025,98.6849319665706
"PSTR","2023 - 2014",-0.701739193364948,-50.4277603475269,-0.521741829083588,-40.6514103856138
"SCOL","2023 - 2014",NA,NA,-1.20845287723332,-70.1341015705185
"SINT","2023 - 2014",0.34456978182832,41.1382586598218,0.265236697051827,30.3739530563159
"SOLE","2023 - 2014",-0.508587826943627,-39.865581846494,-0.471945891954425,-37.6212736085651
"SRAD","2023 - 2014",-0.118825988485446,-11.2037697015813,-0.262771650336909,-23.1082540691586
"SSID","2023 - 2014",0.511280354587404,66.7424723711911,0.42728188020395,53.3084747064181
