sample_name,host_genus,host_species,date,era,subregion,site,latitude,longitude,depth,dominant_clade,A,B,C,D,Species_raw,Species
KL-60,Colpophyllia,natans,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,16.4042,B,2.941670869053624e-4,0.9985711884350311,8.404773911581783e-4,2.941670869053624e-4,natans,CNAT
KL-61,Stephanocoenia,intersepta,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,14.107612,A,0.9932720921205848,0.00420494242463449,0.00252296545478069,0,intersepta,SINT
KL-62,Pseudodiploria,strigosa,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,13.12336,B,2.5196321337084797e-4,0.9991601226220972,5.879141645319785e-4,0,strigosa,PSTR
KL-64,Diploria,labyrinthiformis,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,16.076116,C,0,0.00454369147226685,0.9954563085277331,0,labyrinthiformis,DLAB
KL-68,Colpophyllia,natans,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,15.091864,B,1.864906195218381e-4,0.9996643168848607,1.4919249561747046e-4,0,natans,CNAT
KL-69,Diploria,labyrinthiformis,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,16.732284,B,4.146366746138696e-4,0.9995853633253862,0,0,labyrinthiformis,DLAB
KL-699,Colpophyllia,natans,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,1,0,0,natans,CNAT
KL-7,Dichocoenia,stokesii,20010621,2001-03,Upper Keys,Little Grecian,25.11901093,-80.30082703,29.855644,B,0.005120424805613499,0.992667045957393,0.0022125292369934795,0,stokesii,DSTO
KL-70,Stephanocoenia,intersepta,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,17.388452,A,0.998981031509641,8.099493128494537e-4,2.0901917750953643e-4,0,intersepta,SINT
KL-700,Stephanocoenia,intersepta,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,14,B,7.731560228854183e-4,0.9959795886809958,0.001855574454925,0.00139168084119375,intersepta,SINT
KL-701,Porites,astreoides,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,14,A,0.9994301994301994,5.698005698005697e-4,0,0,astreoides,PAST
KL-705,Pseudodiploria,strigosa,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0,1,0,0,strigosa,PSTR
KL-708,Dichocoenia,stokesii,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,10,B,0,1,0,0,stokesii,DSTO
KL-709,Solenastrea,bournoni,20030930,2001-03,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,7.340347443112309e-4,0.9982872522632739,9.787129924149747e-4,0,bournoni,SOLE
KL-71,Dichocoenia,stokesii,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,15.748032,B,0.013399117112438321,0.9786029602700597,6.751493118670476e-4,0.0073227733056349005,stokesii,DSTO
KL-72,Stephanocoenia,intersepta,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,17.060368,A,0.9974913241627293,0.0025086758372705594,0,0,intersepta,SINT
KL-73,Stephanocoenia,intersepta,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,15.748032,B,0.010955265997178191,0.9814092455805461,0.007635488422275701,0,intersepta,SINT
KL-76,Solenastrea,bournoni,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,16.4042,A,0.99966400671986555,3.359932801343973e-4,0,0,bournoni,SOLE
KL-77,Dichocoenia,stokesii,20010621,2001-03,Upper Keys,Outer Reef,25.11186028,-80.28582764,17.388452,B,0.006495002072873,0.9928140402598,6.909576673269152e-4,0,stokesii,DSTO
KL-84,Colpophyllia,natans,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,60.367456,B,0,1,0,0,natans,CNAT
KL-86,Solenastrea,bournoni,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,56.430448,C,0.08273775595211996,7.015390011838469e-4,0.9165607050466962,0,bournoni,SOLE
KL-89,Stephanocoenia,intersepta,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,57.742784,C,0.012185585820409222,6.516356053694775e-4,0.9871627785742213,0,intersepta,SINT
KL-9,Stephanocoenia,intersepta,20010621,2001-03,Upper Keys,Little Grecian,25.11901093,-80.30082703,32.8084,A,0.9980911380066606,0.0019088619933392895,0,0,intersepta,SINT
KL-90,Stephanocoenia,intersepta,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,57.086616,C,0.028016555237185603,0,0.9719834447628144,0,intersepta,SINT
KL-91,Orbicella,faveolata,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,54.13386,B,5.954349983460141e-4,0.9831955011577903,0.016209063843863718,0,faveolata,ORBI
KL-92,Orbicella,faveolata,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,52.165356,B,6.891798759476222e-4,0.998080141774146,0.0010337698139214297,1.969085359850349e-4,faveolata,ORBI
KL-93,Orbicella,faveolata,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,52.165356,D,6.207067781180171e-4,0.07742282545725401,0.11346519903997353,0.8084912687246545,faveolata,ORBI
KL-94,Stephanocoenia,intersepta,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,52.165356,A,0.9931330028913672,0.0014973151590251896,0.004750103263114409,6.195786864931845e-4,intersepta,SINT
KL-95,Porites,astreoides,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,51.509188,A,0.9991211109158024,3.515556336790297e-4,5.273334505185445e-4,0,astreoides,PAST
KL-96,Orbicella,faveolata,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,51.837272,B,0,0.9988723015787778,0,0.0011276984212222098,faveolata,ORBI
KL-97,Pseudodiploria,strigosa,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,52.165356,B,2.2232103156958637e-4,0.9992218763895063,5.558025789239659e-4,0,strigosa,PSTR
KL-98,Diploria,labyrinthiformis,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,50.85302,B,0.0019428428177488003,0.9822010528954626,0.015229380797192282,6.267234895963902e-4,labyrinthiformis,DLAB
KL-99,Porites,astreoides,20010622,2001-03,Upper Keys,Conch,24.94844437,-80.46238708,52.165356,A,1,0,0,0,astreoides,PAST
KL-CP-1,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,B,0.00110020683888571,0.9952911147295692,0,0.00360867843154513,labyrinthiformis,DLAB
KL-CP-10,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,D,0,0.0327703460130035,0,0.9672296539869965,faveolata,ORBI
KL-CP-11,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.9984024869392514,0,0.00159751306074867,labyrinthiformis,DLAB
KL-CP-12,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.8350450556801637,0,0.1649549443198363,labyrinthiformis,DLAB
KL-CP-13,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.9990374125649746,3.8503497401013917e-4,5.775524610152088e-4,intersepta,SINT
KL-CP-15,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,1,0,0,intersepta,SINT
KL-CP-16,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,0.9993262752646777,0,6.737247353224255e-4,labyrinthiformis,DLAB
KL-CP-17,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,A,0.9997674538783525,2.325461216474601e-4,0,0,astreoides,PAST
KL-CP-18,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,A,0.9997988505747126,2.0114942528735632e-4,0,0,astreoides,PAST
KL-CP-19,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,6,A,0.999657135020229,3.4286497977096614e-4,0,0,astreoides,PAST
KL-CP-2,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,D,0,0.02947845804988663,0,0.9705215419501134,faveolata,ORBI
KL-CP-20,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,6,A,0.9996532047038054,1.2610738043443995e-4,0,2.206879157602699e-4,astreoides,PAST
KL-CP-21,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,D,0,0.2778684453274675,0,0.7221315546725325,faveolata,ORBI
KL-CP-22,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,D,3.32695666638942e-4,0.2989686434334193,0,0.7006986608999418,faveolata,ORBI
KL-CP-23,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,A,0.999498746867168,5.012531328320802e-4,0,0,astreoides,PAST
KL-CP-24,Orbicella,annularis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,2.845759817871372e-4,0.9239233542022388,0,0.0757920698159742,annularis,ORBI
KL-CP-25,Colpophyllia,natans,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,A,0.658625495872199,0.333762195775705,0.00182266538007933,0.00578964297201672,natans,CNAT
KL-CP-26,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,2.960818501825838e-4,0.999572326216403,0,1.315919334144817e-4,labyrinthiformis,DLAB
KL-CP-27,Orbicella,annularis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0,0.5706526578220994,0,0.4293473421779006,annularis,ORBI
KL-CP-28,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,A,0.9938690606525072,0.003339172323188081,0.0025180643748631405,2.7370264944164664e-4,astreoides,PAST
KL-CP-29,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,D,1.6564518800728836e-4,0.13659102203081003,0,0.8632433327811826,faveolata,ORBI
KL-CP-3,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,A,0.9998559441063133,1.4405589368675047e-4,0,0,astreoides,PAST
KL-CP-31,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.7115873228135865,0,0.28841267718641356,labyrinthiformis,DLAB
KL-CP-32,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,A,0.9995902059215245,4.0979407847556616e-4,0,0,astreoides,PAST
KL-CP-33,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,1.9559264571652107e-4,0.9998044073542834,0,0,labyrinthiformis,DLAB
KL-CP-34,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,A,1,0,0,0,astreoides,PAST
KL-CP-35,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,A,1,0,0,0,astreoides,PAST
KL-CP-36,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,1,0,0,labyrinthiformis,DLAB
KL-CP-37,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,D,0,0.10909317855582595,0,0.890906821444174,faveolata,ORBI
KL-CP-38,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,14,B,0,1,0,0,labyrinthiformis,DLAB
KL-CP-39,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,15,B,2.929483155471856e-4,0.9997070516844528,0,0,labyrinthiformis,DLAB
KL-CP-4,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,1.800309653260361e-4,0.9991718575595002,0,6.481114751737298e-4,labyrinthiformis,DLAB
KL-CP-40,Solenastrea,bournoni,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.9939899185730904,0.00601008142690965,0,bournoni,SOLE
KL-CP-41,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,A,0.9997985901309164,2.0140986908358515e-4,0,0,astreoides,PAST
KL-CP-42,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,A,1,0,0,0,astreoides,PAST
KL-CP-43,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0.00723721191680719,0.5941891512085441,0,0.3985736368746487,faveolata,ORBI
KL-CP-45,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,2.1476740689832912e-4,0.999226837335166,0,5.583952579356557e-4,labyrinthiformis,DLAB
KL-CP-46,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,1,0,0,labyrinthiformis,DLAB
KL-CP-47,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,A,1,0,0,0,astreoides,PAST
KL-CP-48,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,2.7774691700922115e-4,0.998889012331963,0,8.332407510276634e-4,intersepta,SINT
KL-CP-49,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0.0013843567685157697,0.9986156432314843,0,0,intersepta,SINT
KL-CP-5,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,D,0,1.7319016279875003e-4,0,0.9998268098372013,faveolata,ORBI
KL-CP-50,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,B,0,0.9863109863109863,0.013689013689013691,0,faveolata,ORBI
KL-CP-51,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,14,B,0,0.9846736794480262,0.013346906458545407,0.0019794140934283394,intersepta,SINT
KL-CP-52,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,B,0,0.9989814971991173,5.092514004413513e-4,5.092514004413514e-4,labyrinthiformis,DLAB
KL-CP-53,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,D,2.433208428633997e-4,0.026862621052119322,4.866416857267994e-4,0.9724074164192905,faveolata,ORBI
KL-CP-54,Dichocoenia,stokesii,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,B,0,1,0,0,stokesii,DSTO
KL-CP-55,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,D,0.2015429394975556,0,1.9781275609687173e-4,0.7982592477463476,faveolata,ORBI
KL-CP-57,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0.00199523360860167,0.8967466607548634,0.08091780745995682,0.02034029817657816,intersepta,SINT
KL-CP-58,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.9860649247822644,4.22275006598047e-4,0.0135128002111375,labyrinthiformis,DLAB
KL-CP-59,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,D,1.9688915140775743e-4,0,0,0.9998031108485922,faveolata,ORBI
KL-CP-6,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.994437631394534,0.00122634898388227,0.00433601962158374,intersepta,SINT
KL-CP-60,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,A,0.997887715397443,0.0011117287381878802,0.0010005558643690902,0,astreoides,PAST
KL-CP-61,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,0.9069979484841577,0.08950687637717505,0.0034951751386672705,intersepta,SINT
KL-CP-62,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.9959035047792444,0.0013654984069185199,0.0027309968138370497,faveolata,ORBI
KL-CP-63,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,0.9035779642834606,0.0878399697103553,0.008582066006184129,intersepta,SINT
KL-CP-64,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,8,B,0,0.9987072754537463,0,0.0012927245462536802,labyrinthiformis,DLAB
KL-CP-65,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.9606770098730606,0.03328631875881524,0.006036671368124108,intersepta,SINT
KL-CP-67,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0,0.7796105009594578,0.006777446617400881,0.2136120524231413,faveolata,ORBI
KL-CP-68,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0,0.8490781889382674,0,0.1509218110617327,labyrinthiformis,DLAB
KL-CP-69,Pseudodiploria,strigosa,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,B,0,1,0,0,strigosa,PSTR
KL-CP-7,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0,0.9993431855500821,0,6.568144499178983e-4,labyrinthiformis,DLAB
KL-CP-70,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,D,4.498088312467202e-4,0.1559712122348002,4.872929005172802e-4,0.8430916860334359,faveolata,ORBI
KL-CP-71,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,0.010202974058395741,0.9779659177249539,0.010094431781178761,0.0017366764354716103,intersepta,SINT
KL-CP-72,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,A,0.9950542656958374,7.784952145441226e-4,0.0024270733159316702,0.0017401657736868604,astreoides,PAST
KL-CP-73,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,C,0,0,0.9605300253735551,0.03946997462644488,astreoides,PAST
KL-CP-74,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,D,2.1097046413502105e-4,0.0015822784810126495,8.438818565400842e-4,0.9973628691983122,faveolata,ORBI
KL-CP-75,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,D,0,0,2.984629159826892e-4,0.9997015370840173,faveolata,ORBI
KL-CP-76,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,D,0,0.3653846153846153,0,0.6346153846153847,labyrinthiformis,DLAB
KL-CP-77,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,D,0,0.13734129947722173,0,0.8626587005227783,faveolata,ORBI
KL-CP-79,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,A,0.9975442043222005,8.595284872298626e-4,9.82318271119843e-4,6.139489194499019e-4,astreoides,PAST
KL-CP-8,Orbicella,faveolata,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,D,0,0.009244137676023782,6.470896373216653e-4,0.9901087726866545,faveolata,ORBI
KL-CP-80,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,B,0,0.9996499124781196,3.500875218804701e-4,0,labyrinthiformis,DLAB
KL-CP-82,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,A,0.9997754953134648,2.2450468653533145e-4,0,0,astreoides,PAST
KL-CP-83,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,9,A,0.9535091640590077,0.03755029056772464,0.00894054537326776,0,astreoides,PAST
KL-CP-84,Porites,astreoides,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,A,1,0,0,0,astreoides,PAST
KL-CP-85,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,10,D,9.440813362381988e-4,0.48489469862018875,0,0.514161220043573,labyrinthiformis,DLAB
KL-CP-86,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,12,B,3.500420050406049e-4,0.9985998319798376,0,0.00105012601512181,intersepta,SINT
KL-CP-87,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.9879969024264327,0,0.012003097573567373,labyrinthiformis,DLAB
KL-CP-89,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,11,B,0,0.997969027671998,0.0012693577050012603,7.616146230007618e-4,intersepta,SINT
KL-CP-9,Diploria,labyrinthiformis,20201012,2020-21,Upper Keys,Cheeca,24.90399933,-80.61685944,13,B,0,0.999277299992773,0,7.227000072270002e-4,labyrinthiformis,DLAB
KL-PR-3,Orbicella,faveolata,20201012,2020-21,Upper Keys,Pickles,24.98698044,-80.41486359,24,D,2.764212660093984e-4,5.067723210172303e-4,0,0.9992168064129734,faveolata,ORBI
KL-PR-4,Stephanocoenia,intersepta,20201012,2020-21,Upper Keys,Pickles,24.98698044,-80.41486359,21,A,0.9989091475767492,5.064671965092722e-4,4.285491662770765e-4,1.5583606046439146e-4,intersepta,SINT
KL-PR-5,Orbicella,faveolata,20201012,2020-21,Upper Keys,Pickles,24.98698044,-80.41486359,16,D,0.00245644101685232,4.5701228220508425e-4,0.00542702085118537,0.9916595258497573,faveolata,ORBI
KL-PR-7,Orbicella,faveolata,20201012,2020-21,Upper Keys,Pickles,24.98698044,-80.41486359,23,B,0,0.9988636363636364,0.00113636363636363,0,faveolata,ORBI
KL-PR-9,Dichocoenia,stokesii,20201012,2020-21,Upper Keys,Pickles,24.98698044,-80.41486359,22,B,0,1,0,0,stokesii,DSTO
Tr-1,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,15,B,0,1,0,0,natans,CNAT
Tr-13,Stephanocoenia,intersepta,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,0.9992016257802294,0,7.983742197706489e-4,intersepta,SINT
Tr-14,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0,bournoni,SOLE
Tr-16,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,D,0,0.0015139163852334902,0,0.9984860836147665,labyrinthiformis,DLAB
Tr-17,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0,bournoni,SOLE
Tr-18,Stephanocoenia,intersepta,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0,intersepta,SINT
Tr-19,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,14,B,0,0.9934559939301972,0,0.00654400606980273,labyrinthiformis,DLAB
Tr-2,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,11,B,0,0.9990690870403617,0,9.309129596382739e-4,faveolata,ORBI
Tr-20,Stephanocoenia,intersepta,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,A,0.6534789882885543,0.3465210117114457,0,0,intersepta,SINT
Tr-21,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0.011946241911398703,0.9874564459930314,0,5.973120955699354e-4,natans,CNAT
Tr-22,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0,bournoni,SOLE
Tr-23,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,labyrinthiformis,DLAB
Tr-24,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0,bournoni,SOLE
Tr-25,Siderastrea,radians,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,radians,SRAD
Tr-26,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0,bournoni,SOLE
Tr-27,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,bournoni,SOLE
Tr-29,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,15,B,0,1,0,0,strigosa,PSTR
Tr-3,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,11,B,0,1,0,0,faveolata,ORBI
Tr-30,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,11,B,0,1,0,0,faveolata,ORBI
Tr-31-A,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,12,B,5.213137105505874e-4,0.9994786862894494,0,0,labyrinthiformis,DLAB
Tr-31-B,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,12,B,1.3016172594448603e-4,0.9998698382740556,0,0,labyrinthiformis,DLAB
Tr-32,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,12,B,0,1,0,0,labyrinthiformis,DLAB
Tr-33,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,8,B,0,0.9899796121979786,0.0045981000303648096,0.005422287771656609,faveolata,ORBI
Tr-34,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,8,A,0.9986385045628496,0.00121430674124227,0,1.4718869590815426e-4,astreoides,PAST
Tr-35,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,11,B,0,0.9912059564987982,0.0023450782669871603,0.006448965234214692,faveolata,ORBI
Tr-4,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,1,0,0,natans,CNAT
Tr-5,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,13,B,0,1,0,0,strigosa,PSTR
Tr-6,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,15,A,0.9997187693346082,2.812306653917543e-4,0,0,astreoides,PAST
Tr-7,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,A,1,0,0,0,astreoides,PAST
