sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79
CR-6,201410,0.0004937078251536328,-0.006563700063725833,-0.004112734226848278,0.019040628361377158,-0.0025935594427260785,-0.004784593101322886,-0.00047938660153160295,-0.005904195605565617,-0.010168181845322779,-0.002489996525761219,0.005545268682064899,0.0032382442257059903,-0.001965017586050744,0.007889749038342993,-0.008491727507579249,0.0003387793694849841,0.0027976688764452537,0.010388821790736389,-0.0017718240966976707,0.008227579742573352,-0.008077686077274366,0.0008189279181706708,-0.007491498856717905,0.007081984949731069,-0.004815572444897595,0.005058850220137315,-0.0005772485005817064,0.0018032228394800976,-0.0010374539020895864,-0.0014474086160301885,0.0028404124883377457,0.0008518506998259804,-0.0002559881541692792,0.00027534286893700723,0.00013189636010541857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-51,201451,0.003919863730523257,-0.013056692141728245,-0.0027935473187362023,0.026266510647203214,0.002986672369760467,-0.003577665606142596,0.006668451632339048,-0.016113519944406015,0.00690291921771292,0.0063950356482917175,-0.009296240885107962,-0.005353573715026486,0.006550382136202562,0.005617085027483395,0.002497644537832839,0.003188815153911912,0.0006915176021150119,-0.0038284081834560842,-0.0022959015118455797,-0.002271576528136296,-0.0017440470984431233,-0.00010515675903685856,0.0009055944099015864,-0.004927559876662835,0.0033721091880408592,0.00042077452783346146,-0.002630010311342716,0.0034520048370540873,0.0005148160333447253,0.0010772654869331162,0.0029715647652967096,-0.0002161071792600617,0.0015377523786096298,-0.0010478448435257547,-7.43497608660247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-10,201459,-0.0011690571454819033,-0.0058295386573997045,-0.012100682376551732,0.010728169277691511,0.005198232883056007,0.0024027795098577514,0.005740085618923788,0.0016796606022466303,0.009238513542191303,0.009086154453074879,-0.022745318202725656,0.0024296899797164205,-0.0020470659293866655,0.00431394285093765,3.3471425846245086e-05,-0.0010537905691919592,0.015945781270738865,-0.004333770576815804,-0.008091803398433076,-0.0034817317151953583,0.003176677242247774,0.003177711639372935,-0.0025221193812758553,-8.033422131995135e-06,0.0026185297078537484,-0.0016608961643924918,0.0006293643581760926,-0.006210724461129138,-0.0006160346963626248,0.00010446947387961092,0.00020762164743549748,0.001137509278758581,-0.00039002608047776076,-0.00011380061232511807,0.00011630725000478365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-12,201461,0.09578664249885527,0.03523538900595871,0.054948092579539747,-0.06715178895749672,-0.008023823019288431,0.0014915210172883147,0.004675692704110471,0.04397834673595734,-0.04144065025834924,0.026633681736596904,0.014755263573061873,-0.0016760529957207527,-0.00887151917867802,-0.006870091821339295,0.001923042576342034,0.0010506765187703678,0.022565548473237412,-0.0040364698367199164,0.0022147708432236875,-0.004083111862374221,-0.0011384177691445509,-0.0037590014834993886,0.004002944810117426,-0.004644178431351735,-0.0001647816842755821,-4.585358375008711e-05,0.0008954890402356479,-0.0005375526228834624,0.0004714396910389615,-4.687735542724124e-05,0.0006597919433447388,5.945494161921081e-05,0.00017437861857592444,-5.6368409843994124e-05,-2.533898196232636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-5,201465,-0.0002663450897253336,-0.0017791121321404952,-0.008430119627787488,0.013838784854666046,-0.0010878596346521672,-0.0022284703497465813,-0.007589576392513873,-0.0077994940584250015,-0.007323452158479108,0.0018605099429749646,0.006015227791184943,-0.0018963403075332162,0.005117722209281148,-0.004182525491068641,-0.005378847708905274,-0.0008736214978392867,0.005996398744336688,0.009272778787791805,0.0015657491266173559,0.003570794170950049,0.0029081185245385427,0.004198633885983887,0.005116752214404224,0.0012660428927111012,0.0010907349249545202,-0.00020149038084448027,-0.0012815706646166522,-0.0020366961527160197,-0.00304551172442736,-0.003945668571715279,0.003500669189909429,-0.00015660783905870632,0.001227746881866762,-0.0013838822628475895,7.741558156441078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-8,201468,0.009035008086224077,-0.00905616760670316,0.002573156943759586,0.024692819260038624,-0.0025657507231437006,-0.00922767352364972,-0.007830860037894561,-0.010965110352804777,-0.0067335904027927655,-0.006379410496494,0.002008459292620884,0.0003634737507415567,-0.004535109248135188,-0.0038294171126917157,0.0029814017505287406,-0.0035268235205421694,-0.007975747179071464,0.0036235561741609907,0.004738546232448065,0.005212574780449376,-0.0045040579823927415,1.843233543174753e-05,-0.0026081398352133236,-0.003730847816209708,0.00012964257297766132,0.0013119075352839786,0.003569799902947126,0.001487240683294769,-0.0008046663175937357,-0.00012922556972476548,-0.0005106692735112497,0.0020600749492893757,0.002853769123250097,0.0008900228958735251,0.0011102672408941534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-14,201474,0.004553504847028393,0.0008721300039843486,-0.009487541947934983,0.019919437136786032,-0.008214416476016917,0.007624808952791199,-0.005269744351465358,-1.427975539627574e-05,-0.005818786971765918,-0.003414225021944643,0.008397846968892514,-0.004411966476977067,0.009255486266017847,-0.005143352911649484,-0.0022495795406113255,0.0005107217995003542,0.012922355269047421,0.004432302046593636,-0.006139417981556419,0.0029177045238250386,-0.0008892565088913811,-0.0010409236558166267,0.006417549778820519,0.0017135818945803836,-0.004478677693547296,0.0010353516810629403,7.064818896332851e-05,-0.0017165368141327274,0.0010253077660002479,0.0025410095241399696,-0.0011023049666291401,-0.0023123291244401796,-0.0009171404114377791,-7.658502512409001e-05,0.0006315163481373581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-21,201481,0.01241893243350901,-0.003284168672865231,-0.0032125471710155815,0.021094640620483645,-0.019225228941069403,-0.01060066322648855,-0.022427835749895732,-0.00839083065697922,-0.011927647021877562,0.010274253976435157,0.008124046450050156,0.0038499138021297697,-0.0033346430641840725,-0.0030123408462573594,0.003804332504368184,0.004760883492293143,-0.0005801189961508059,0.003990551895376129,0.013121059940763577,0.0003905984618681596,0.002275238133411777,-0.00578839121627601,0.007663084640952457,-0.006758533620775703,0.0019369824822312747,0.0001372323953591704,-0.0005488081546162671,6.151209544677363e-05,-0.00155588228158778,0.0017146234007508166,-0.0015584642806449173,0.001990699324861853,-0.0007424146998848097,-0.0013688003531940715,-0.00033691257243866025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-37,201485,0.01886228919498772,-0.00021550403319735832,-0.0038712776732045366,0.031830469022050355,-0.023836000583504942,-0.00030708517750442914,-0.023479498551444485,0.01217809315796856,-0.014641496393653464,-0.0031738584569478497,0.0031058242601980177,-0.013320221977849121,0.001280625161826944,-0.012827049371417161,-0.004637781316151185,0.011415147578410837,-0.003270511303917244,-0.003195615731134116,0.008788455923553502,-0.006456679281782737,-0.00309495305882132,0.0005056599681004758,-0.004332436152954535,-0.003983130970458692,0.002504526601586783,-0.000524375431770042,0.0035521814558759253,-0.0008684699061306068,0.0009881713043539571,-0.002099504360368511,-0.00042542073911580483,-1.3380014728567633e-05,0.00017954267901505331,0.0008665273245657672,-0.0006861347081731292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-29,201489,0.0004334890025011378,-0.00556781832871411,-0.0030702669132567527,0.00967536444928055,-0.00013062888162350736,-0.0024384289753868523,-0.007971645869579321,-0.007420317841021793,-0.015401285710888524,0.005197584622621937,0.003575277569582483,0.001360785686505189,-0.005275623604664498,-0.0011945300868313356,0.0009399124530309058,-0.0034934758219373582,0.0030628090925278895,0.00390047815268235,-0.0001773580735873939,-0.00294263945721535,0.002563060141324996,0.008106350531462133,-0.006847491411465078,0.00018541797661614007,0.0007948288623393322,0.002597641932649427,-0.001033331669831305,0.0020173768657685076,0.0016596582362282892,-0.0014414148757796385,-0.002249510453281792,-0.0009906200373632418,-0.0020575718148566394,-0.001564573232548121,5.299792390827975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
