sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79
CR-6,201410,0.07880073089050936,-0.007432524964186501,0.03325897267190689,0.003653922904420917,0.008595648456401725,0.02292141969496584,-0.027162447030477488,0.03276661202586341,0.0008533198099401753,-0.01574137215671929,0.0042408779470169775,0.0708284374137966,-0.006237789794292384,0.00010817678520751185,0.04014793884611247,-0.02524563831014456,-0.004609434090296474,-0.0022487435889204724,0.01609487039467819,-0.00634610142031188,-0.0005487491322864247,0.0015393822799691067,0.011371157327803834,-0.0008985701461593565,0.005927247738727192,0.02357788580397973,0.011879114077046032,-0.0067099200394525205,0.006231285470144522,-0.008232453602479404,-0.0062879645890999945,0.001116942130587425,0.0008930157554547874,-2.019233315265569e-05,0.000963381619021595,-0.000255520556433448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-51,201451,0.034001726306858035,-0.03344035010927116,0.016632093910820808,0.0312300680465592,-0.013756420974411793,-0.01378426312587692,0.016729113144037015,-0.04765722380589587,0.016824648388773192,-0.002122134923174595,0.01226970125208958,-0.016084837474183707,-0.015469708062702084,0.00592082011372679,-0.0002140874665408995,-0.0020762379895949584,0.013467243316690736,0.006326139238954686,-0.012177696911704582,-0.0026103847155350274,0.0009166880772541754,-0.003723953103648296,-0.005611633611978908,-0.013274962708361801,0.0024037460851724316,0.00858198104830674,0.00588092311179633,-0.002944946241346685,-0.005115392098213018,0.01363408222101185,0.003244774840985151,-0.003365990790096609,0.00818975883076099,0.003085116440887245,0.0016729523216191043,-0.0006107577996738424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-10,201459,0.03991383761220948,-0.026861440417859685,0.04062512368237352,0.023259144947734605,-0.021089243742029275,-0.03166037931902039,0.036489872171758364,-0.06184058523371946,0.010584295862621176,-0.002104693393663787,0.009006751380876771,0.014009313537243512,-0.004598143161476498,0.011307136187662088,-0.022759545504595018,-0.019300432670762507,-0.016510681017400775,0.009281111561420289,0.000648907615839901,-0.012343220988477868,-0.005046489825644443,-0.01245294002857486,0.0019334072860520805,0.014661871148680802,-0.0055351100705870486,0.004053480509781673,-0.004081714565254237,0.014721797422088647,0.00829800325276917,-0.0008660743000557932,0.00047686053399135825,0.0046263009613873775,-0.0014159627640593134,0.002197091975114641,0.00048722581344840524,7.183424222600801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-12,201461,-0.3763911853413499,0.1409263495280068,-0.09007622999420647,-0.08069104524876013,0.0907463352682408,0.051863448849158444,-0.004257845379872083,0.025537951289625348,0.0852716508647699,0.07576129823530307,0.03606992672403069,-0.03083389300465078,0.015269306210789112,-0.004896484553113004,-0.0035168705134705843,-0.04130906730182832,0.006675700390345209,-0.0048156389482669135,-0.001655170150894731,0.02717456396452493,0.022125515504216313,-0.050554464475580735,0.0139206042168784,0.00161067766815462,-0.004413651153218013,0.0017149480152388076,-0.006261723533959061,-0.0007640788283145654,0.007727090454037379,0.00043930671804483365,-0.0017100040219361077,-0.0006598098105086059,0.001608442819053357,9.56565049693909e-05,8.085795607629039e-05,-0.00023990219300892493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-5,201465,0.07921442121550326,-0.0038703967630849168,0.01291195907460947,0.025154196466876996,0.0019906568661633367,0.04890200013129116,-0.016440194309375215,0.015156012643002667,0.02797862623796821,-0.006068588676439888,0.01665877829164065,0.0207327792327298,-0.017471357506176212,-0.0018475574154542228,-0.0032131821956021384,0.02763257033099403,0.0003686336584277464,-0.003566693594007164,0.017378750867865368,0.0021976942424133824,-0.01927247685000771,-0.003120711866611692,-0.003382994280728774,-0.0016230806417601468,0.000979272492920331,0.00767092055862009,0.010675689347076724,-0.005423172970690193,-0.001572990514575464,-0.0007739249939128225,-0.0047695011736713115,0.0014404754005773591,0.0032445341024971075,0.0009962492634099562,-0.000488798327061913,0.002199665716057857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-8,201468,0.019895038885674163,-0.036641698860754954,0.011695947230607863,0.026067398275221153,-0.03801683860327108,0.0009625292014457259,-0.045874808225135164,0.01194434083228298,-0.031662536044085504,-0.007146487966049416,0.002318566999523006,-0.007086071351143893,0.016748369510347447,-0.024647660149377283,0.0200258483834858,-0.0015895117217707652,-0.0014826251032348087,0.014605709112794575,0.0011996458038539511,0.014009233378728819,-0.016433373206036272,0.0012859016750274915,0.005191543016207881,-0.013545349982036714,0.0026178870725711498,-0.007619414397374768,-0.0008228221445850035,-0.00539550156955813,-0.005093535616944732,-0.006211701858113926,0.00035389521004367696,0.01245841518011141,0.004337584725488291,0.0005646504230764259,-0.0022492074563764206,-0.0012618842353374622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-14,201474,0.07236501203134184,0.012336887348758123,0.08716829655689631,-0.04537169926511124,0.012809959704165128,0.037844908435944416,-0.006090954180537818,0.04160623552906174,0.02778187755316798,0.026721573122765362,0.024986583944426145,0.019714116038478544,-0.026126858130509144,0.02661051151675838,-0.005283539386771821,-0.002754372183877486,-0.00806524084508455,-0.019165914105914037,-0.02332613903846661,0.0063100915465309606,-0.006725513278762203,-0.005248828613970538,0.024202741532064975,-0.017587954544461513,0.010603070148205967,0.0012712102767513962,-0.00818389340515945,0.006606004621526186,0.010261661436066563,-0.00741006325694012,0.0017047032016734242,0.0029871983157643217,0.00034333092791974,0.00043546708249026373,0.0015545727184173457,4.083270828822022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-21,201481,0.04582887102694839,-0.024829329269569746,0.02351201826717669,0.013526054482633913,-0.017077976470331113,0.03669158176774345,-0.05055357035416845,-0.019854515775602807,0.012192351149727073,-0.010631758780675533,0.013433456931443148,-0.008560368401060597,-0.009656986770986666,-0.015853188651159304,-0.00018535391666211492,0.012050013149477515,0.001899894095450103,-0.008014789951337264,0.004406107607489762,-0.00970710840021254,0.0010117665627269311,0.009298592877660147,-0.010091289278866399,-0.003692001613090283,-0.010761237192302953,-0.009563307919355883,-0.002974431628392619,-0.0019357327355999086,0.008442903523277357,-0.01346607121142028,-0.0005162136094396216,-0.00938868658468312,0.0032274073315481907,0.005036088262387228,0.0001119242518615321,0.001996365056573368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-37,201485,0.03800722386758703,-0.022730345694567285,0.1123346156924007,-0.06518895409665436,-0.04240344334586015,0.011436435949182578,-0.0508822597907698,0.008255282233725224,0.056265257674823134,0.02933610023729777,-0.07242515330389944,-0.0299351722201215,0.008182976991937199,0.008029312187863865,0.005871670702138312,0.007739613378902783,0.02000089932343927,-0.00765758050290328,0.018841118176712492,-0.001114391928681211,-0.014166978198651106,-0.0024384471905962613,-0.010589437806682575,0.005646280895839645,-0.013201196472731826,-0.008813605240612874,-0.013236580813263798,-0.010345144663651405,-0.005990495415742078,-0.00034775793907350827,-0.0025996658387211808,0.0013943817261812183,-0.002755919683274785,7.515738838452476e-05,0.0006468692045527068,0.0002573976419701544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-CP-29,201489,0.04605906362872873,-0.02271195726824082,0.004939959299882691,0.015084773121348136,-0.0029275812195323587,0.04426769357515885,-0.038951047294608694,-0.015830446284398805,0.009169201503432308,-0.005873340091260332,0.006103201315879213,-0.0022795705082417606,-0.008643940584833922,-0.010921275374662226,-0.006627754970004009,0.007429423353170883,0.007642467280340875,0.0026704396683547025,0.0005855318583103742,-0.005990359143281739,-0.0010267800618186823,0.00129504556691764,0.003050867471344668,-0.0018007934536110998,-0.011996032454873243,0.0020366224660099777,-0.0024144612890909154,0.002628930591516288,-0.0006689372388260587,0.002667721421515898,0.0067790394266984185,0.005036664124895163,-0.002982469530837615,-0.0041054260233926,0.005976845392176616,0.0008609654443731085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
